t (s) - 1,U1(V) - 1,U2(V) - 1,,t (s) - 2,U1(V) - 2,U2(V) - 2,,t (s) - 3,U1(V) - 3,U2(V) - 3,,t (s) - 4,U1(V) - 4,U2(V) - 4,,t (s) - 5,U1(V) - 5,U2(V) - 5,,t (s) - 6,U1(V) - 6,U2(V) - 6,,t (s) - 7,U1(V) - 7,U2(V) - 7,,t (s) - 8,U1(V) - 8,U2(V) - 8,,t (s) - 9,U1(V) - 9,U2(V) - 9,,t (s) - 10,U1(V) - 10,U2(V) - 10,,t (s) - 11,U1(V) - 11,U2(V) - 11,,t (s) - 12,U1(V) - 12,U2(V) - 12,,t (s) - 13,U1(V) - 13,U2(V) - 13,,t (s) - 14,U1(V) - 14,U2(V) - 14,,t (s) - 15,U1(V) - 15,U2(V) - 15,,t (s) - 16,U1(V) - 16,U2(V) - 16,,t (s) - 17,U1(V) - 17,U2(V) - 17,,t (s) - 18,U1(V) - 18,U2(V) - 18,,t (s) - 19,U1(V) - 19,U2(V) - 19,,t (s) - 20,U1(V) - 20,U2(V) - 20,,t (s) - 21,U1(V) - 21,U2(V) - 21,,t (s) - 22,U1(V) - 22,U2(V) - 22,,t (s) - 23,U1(V) - 23,U2(V) - 23,,t (s) - 24,U1(V) - 24,U2(V) - 24,,t (s) - 25,U1(V) - 25,U2(V) - 25
2.333333,0.026241,0.00525,,2.333333,0.05773,0.031502,,2.333333,-0.047233,-0.015751,,2.333333,0.05773,0.00525,,2.333333,-0.099715,-0.015751,,2.333333,-0.136452,-0.031502,,2.333333,0.036737,-0.010501,,2.333333,-0.1417,-0.010501,,2.333333,0.089219,0.031502,,2.333333,0.178437,-0.015751,,2.333333,-0.335882,0,,2.333333,0.241415,0.026252,,2.333333,-0.304393,0,,2.333333,-0.25716,0.021002,,2.333333,0.152197,-0.036753,,2.333333,-0.104963,0.00525,,2.333333,0.05773,-0.026252,,2.333333,-0.110211,0.031502,,2.333333,0.110211,-0.031502,,2.333333,-0.089219,0.031502,,2.333333,0.083971,-0.026252,,2.333333,0.010496,-0.015751,,2.333333,-0.026241,0.010501,,2.333333,0.036737,-0.021002,,2.333333,0.041985,-0.031502
2.34,0.026241,0.00525,,2.34,0.05773,0.031502,,2.34,-0.047233,-0.015751,,2.34,0.05773,0.00525,,2.34,-0.099715,-0.015751,,2.34,-0.136452,-0.031502,,2.34,0.036737,-0.010501,,2.34,-0.136452,-0.010501,,2.34,0.089219,0.031502,,2.34,0.173189,-0.015751,,2.34,-0.34113,0,,2.34,0.251912,0.026252,,2.34,-0.309641,0,,2.34,-0.251912,0.021002,,2.34,0.146948,-0.036753,,2.34,-0.110211,0.010501,,2.34,0.05773,-0.026252,,2.34,-0.110211,0.031502,,2.34,0.110211,-0.031502,,2.34,-0.083971,0.036753,,2.34,0.078722,-0.031502,,2.34,0.010496,-0.010501,,2.34,-0.026241,0.010501,,2.34,0.036737,-0.026252,,2.34,0.036737,-0.031502
2.346667,0.020993,0.00525,,2.346667,0.05773,0.031502,,2.346667,-0.047233,-0.015751,,2.346667,0.052482,0.00525,,2.346667,-0.094467,-0.015751,,2.346667,-0.131204,-0.031502,,2.346667,0.036737,-0.010501,,2.346667,-0.131204,-0.010501,,2.346667,0.094467,0.031502,,2.346667,0.167941,-0.015751,,2.346667,-0.335882,0,,2.346667,0.25716,0.021002,,2.346667,-0.314889,0.00525,,2.346667,-0.25716,0.021002,,2.346667,0.1417,-0.031502,,2.346667,-0.110211,0.00525,,2.346667,0.052482,-0.026252,,2.346667,-0.115459,0.031502,,2.346667,0.110211,-0.031502,,2.346667,-0.083971,0.031502,,2.346667,0.083971,-0.031502,,2.346667,0.005248,-0.010501,,2.346667,-0.026241,0.015751,,2.346667,0.036737,-0.026252,,2.346667,0.036737,-0.031502
2.353333,0.020993,0,,2.353333,0.062978,0.031502,,2.353333,-0.047233,-0.015751,,2.353333,0.047233,0,,2.353333,-0.094467,-0.015751,,2.353333,-0.131204,-0.031502,,2.353333,0.031489,-0.010501,,2.353333,-0.131204,-0.00525,,2.353333,0.104963,0.031502,,2.353333,0.157445,-0.015751,,2.353333,-0.335882,0,,2.353333,0.262408,0.021002,,2.353333,-0.309641,0.00525,,2.353333,-0.251912,0.021002,,2.353333,0.1417,-0.031502,,2.353333,-0.115459,0.00525,,2.353333,0.047233,-0.021002,,2.353333,-0.110211,0.031502,,2.353333,0.110211,-0.031502,,2.353333,-0.089219,0.036753,,2.353333,0.083971,-0.031502,,2.353333,0.005248,-0.010501,,2.353333,-0.031489,0.015751,,2.353333,0.041985,-0.026252,,2.353333,0.036737,-0.031502
2.36,0.020993,0.00525,,2.36,0.062978,0.031502,,2.36,-0.041985,-0.010501,,2.36,0.047233,0,,2.36,-0.094467,-0.015751,,2.36,-0.131204,-0.031502,,2.36,0.026241,-0.010501,,2.36,-0.131204,-0.010501,,2.36,0.110211,0.036753,,2.36,0.152197,-0.015751,,2.36,-0.335882,0,,2.36,0.267656,0.021002,,2.36,-0.309641,0,,2.36,-0.251912,0.026252,,2.36,0.131204,-0.036753,,2.36,-0.115459,0.00525,,2.36,0.047233,-0.026252,,2.36,-0.110211,0.031502,,2.36,0.110211,-0.031502,,2.36,-0.083971,0.031502,,2.36,0.083971,-0.031502,,2.36,0.005248,-0.010501,,2.36,-0.031489,0.015751,,2.36,0.041985,-0.026252,,2.36,0.041985,-0.031502
2.366667,0.020993,0.00525,,2.366667,0.062978,0.031502,,2.366667,-0.047233,-0.010501,,2.366667,0.047233,0.00525,,2.366667,-0.089219,-0.010501,,2.366667,-0.131204,-0.031502,,2.366667,0.026241,-0.015751,,2.366667,-0.131204,-0.00525,,2.366667,0.110211,0.036753,,2.366667,0.146948,-0.021002,,2.366667,-0.330634,0.00525,,2.366667,0.278152,0.021002,,2.366667,-0.314889,0.00525,,2.366667,-0.251912,0.026252,,2.366667,0.131204,-0.031502,,2.366667,-0.120708,0.010501,,2.366667,0.036737,-0.021002,,2.366667,-0.110211,0.031502,,2.366667,0.110211,-0.031502,,2.366667,-0.083971,0.036753,,2.366667,0.083971,-0.036753,,2.366667,0,-0.00525,,2.366667,-0.031489,0.015751,,2.366667,0.041985,-0.026252,,2.366667,0.041985,-0.031502
2.373333,0.015744,0,,2.373333,0.05773,0.031502,,2.373333,-0.047233,-0.015751,,2.373333,0.047233,0,,2.373333,-0.089219,-0.015751,,2.373333,-0.131204,-0.031502,,2.373333,0.020993,-0.015751,,2.373333,-0.125956,-0.010501,,2.373333,0.120708,0.031502,,2.373333,0.1417,-0.021002,,2.373333,-0.330634,0,,2.373333,0.283401,0.026252,,2.373333,-0.314889,0.00525,,2.373333,-0.251912,0.021002,,2.373333,0.125956,-0.031502,,2.373333,-0.125956,0.010501,,2.373333,0.036737,-0.026252,,2.373333,-0.115459,0.031502,,2.373333,0.110211,-0.031502,,2.373333,-0.083971,0.036753,,2.373333,0.083971,-0.031502,,2.373333,0,-0.010501,,2.373333,-0.036737,0.015751,,2.373333,0.041985,-0.031502,,2.373333,0.041985,-0.031502
2.38,0.015744,0,,2.38,0.062978,0.031502,,2.38,-0.041985,-0.010501,,2.38,0.041985,0,,2.38,-0.089219,-0.015751,,2.38,-0.125956,-0.026252,,2.38,0.020993,-0.015751,,2.38,-0.120708,-0.00525,,2.38,0.120708,0.036753,,2.38,0.131204,-0.021002,,2.38,-0.330634,0.00525,,2.38,0.283401,0.021002,,2.38,-0.314889,0.00525,,2.38,-0.251912,0.021002,,2.38,0.120708,-0.031502,,2.38,-0.125956,0.00525,,2.38,0.031489,-0.026252,,2.38,-0.110211,0.036753,,2.38,0.110211,-0.031502,,2.38,-0.083971,0.036753,,2.38,0.083971,-0.031502,,2.38,0,-0.00525,,2.38,-0.036737,0.021002,,2.38,0.041985,-0.026252,,2.38,0.041985,-0.031502
2.386667,0.015744,0,,2.386667,0.062978,0.031502,,2.386667,-0.041985,-0.010501,,2.386667,0.036737,0,,2.386667,-0.083971,-0.015751,,2.386667,-0.125956,-0.031502,,2.386667,0.015744,-0.015751,,2.386667,-0.120708,-0.00525,,2.386667,0.131204,0.036753,,2.386667,0.125956,-0.021002,,2.386667,-0.325386,0.00525,,2.386667,0.293897,0.021002,,2.386667,-0.314889,0.00525,,2.386667,-0.246663,0.026252,,2.386667,0.120708,-0.031502,,2.386667,-0.131204,0.010501,,2.386667,0.031489,-0.021002,,2.386667,-0.110211,0.036753,,2.386667,0.110211,-0.031502,,2.386667,-0.089219,0.036753,,2.386667,0.089219,-0.031502,,2.386667,-0.005248,-0.010501,,2.386667,-0.036737,0.015751,,2.386667,0.041985,-0.031502,,2.386667,0.036737,-0.036753
2.393333,0.015744,0,,2.393333,0.062978,0.031502,,2.393333,-0.041985,-0.010501,,2.393333,0.036737,0,,2.393333,-0.083971,-0.010501,,2.393333,-0.125956,-0.026252,,2.393333,0.010496,-0.021002,,2.393333,-0.115459,0,,2.393333,0.131204,0.036753,,2.393333,0.115459,-0.021002,,2.393333,-0.325386,0.00525,,2.393333,0.299145,0.021002,,2.393333,-0.314889,0.00525,,2.393333,-0.251912,0.026252,,2.393333,0.115459,-0.036753,,2.393333,-0.131204,0.015751,,2.393333,0.026241,-0.021002,,2.393333,-0.110211,0.031502,,2.393333,0.110211,-0.036753,,2.393333,-0.083971,0.036753,,2.393333,0.083971,-0.031502,,2.393333,-0.005248,0,,2.393333,-0.036737,0.021002,,2.393333,0.047233,-0.031502,,2.393333,0.036737,-0.036753
2.4,0.015744,0,,2.4,0.068226,0.031502,,2.4,-0.036737,-0.010501,,2.4,0.036737,0,,2.4,-0.083971,-0.010501,,2.4,-0.125956,-0.026252,,2.4,0.005248,-0.015751,,2.4,-0.115459,0,,2.4,0.1417,0.036753,,2.4,0.110211,-0.026252,,2.4,-0.325386,0.010501,,2.4,0.304393,0.015751,,2.4,-0.320138,0.00525,,2.4,-0.251912,0.026252,,2.4,0.104963,-0.031502,,2.4,-0.131204,0.010501,,2.4,0.026241,-0.021002,,2.4,-0.110211,0.036753,,2.4,0.115459,-0.031502,,2.4,-0.083971,0.036753,,2.4,0.083971,-0.036753,,2.4,-0.010496,0,,2.4,-0.036737,0.015751,,2.4,0.041985,-0.036753,,2.4,0.041985,-0.036753
2.406667,0.015744,0,,2.406667,0.068226,0.036753,,2.406667,-0.036737,-0.010501,,2.406667,0.031489,0,,2.406667,-0.078722,-0.010501,,2.406667,-0.125956,-0.031502,,2.406667,0.005248,-0.015751,,2.406667,-0.104963,0,,2.406667,0.1417,0.031502,,2.406667,0.104963,-0.021002,,2.406667,-0.320138,0.010501,,2.406667,0.309641,0.021002,,2.406667,-0.320138,0.010501,,2.406667,-0.246663,0.026252,,2.406667,0.104963,-0.031502,,2.406667,-0.136452,0.015751,,2.406667,0.020993,-0.021002,,2.406667,-0.110211,0.036753,,2.406667,0.110211,-0.036753,,2.406667,-0.083971,0.036753,,2.406667,0.083971,-0.036753,,2.406667,-0.010496,-0.00525,,2.406667,-0.036737,0.026252,,2.406667,0.041985,-0.031502,,2.406667,0.041985,-0.036753
2.413333,0.015744,0,,2.413333,0.068226,0.036753,,2.413333,-0.036737,-0.00525,,2.413333,0.031489,0,,2.413333,-0.073474,-0.010501,,2.413333,-0.131204,-0.026252,,2.413333,0,-0.015751,,2.413333,-0.104963,0,,2.413333,0.146948,0.036753,,2.413333,0.099715,-0.026252,,2.413333,-0.314889,0.010501,,2.413333,0.314889,0.015751,,2.413333,-0.320138,0.010501,,2.413333,-0.246663,0.026252,,2.413333,0.099715,-0.031502,,2.413333,-0.136452,0.015751,,2.413333,0.015744,-0.021002,,2.413333,-0.110211,0.036753,,2.413333,0.115459,-0.036753,,2.413333,-0.083971,0.036753,,2.413333,0.083971,-0.036753,,2.413333,-0.010496,-0.00525,,2.413333,-0.041985,0.021002,,2.413333,0.047233,-0.031502,,2.413333,0.041985,-0.036753
2.42,0.010496,-0.00525,,2.42,0.068226,0.031502,,2.42,-0.036737,-0.010501,,2.42,0.031489,-0.00525,,2.42,-0.073474,-0.010501,,2.42,-0.125956,-0.031502,,2.42,-0.005248,-0.021002,,2.42,-0.099715,0.00525,,2.42,0.152197,0.036753,,2.42,0.089219,-0.021002,,2.42,-0.314889,0.00525,,2.42,0.320138,0.015751,,2.42,-0.314889,0.010501,,2.42,-0.246663,0.026252,,2.42,0.094467,-0.031502,,2.42,-0.1417,0.015751,,2.42,0.010496,-0.015751,,2.42,-0.104963,0.036753,,2.42,0.115459,-0.036753,,2.42,-0.083971,0.036753,,2.42,0.083971,-0.036753,,2.42,-0.015744,0,,2.42,-0.041985,0.021002,,2.42,0.041985,-0.031502,,2.42,0.041985,-0.036753
2.426667,0.010496,0,,2.426667,0.073474,0.036753,,2.426667,-0.036737,-0.010501,,2.426667,0.026241,-0.00525,,2.426667,-0.073474,-0.00525,,2.426667,-0.125956,-0.026252,,2.426667,-0.005248,-0.021002,,2.426667,-0.099715,0,,2.426667,0.157445,0.036753,,2.426667,0.083971,-0.026252,,2.426667,-0.314889,0.00525,,2.426667,0.325386,0.015751,,2.426667,-0.320138,0.015751,,2.426667,-0.241415,0.026252,,2.426667,0.083971,-0.026252,,2.426667,-0.1417,0.015751,,2.426667,0.005248,-0.015751,,2.426667,-0.104963,0.036753,,2.426667,0.110211,-0.031502,,2.426667,-0.083971,0.036753,,2.426667,0.083971,-0.036753,,2.426667,-0.015744,0,,2.426667,-0.041985,0.026252,,2.426667,0.047233,-0.031502,,2.426667,0.041985,-0.036753
2.433333,0.010496,0,,2.433333,0.068226,0.036753,,2.433333,-0.036737,-0.00525,,2.433333,0.026241,-0.00525,,2.433333,-0.068226,-0.00525,,2.433333,-0.125956,-0.026252,,2.433333,-0.010496,-0.021002,,2.433333,-0.094467,0,,2.433333,0.157445,0.036753,,2.433333,0.073474,-0.026252,,2.433333,-0.309641,0.010501,,2.433333,0.330634,0.015751,,2.433333,-0.320138,0.015751,,2.433333,-0.241415,0.026252,,2.433333,0.083971,-0.031502,,2.433333,-0.146948,0.015751,,2.433333,0.005248,-0.021002,,2.433333,-0.104963,0.036753,,2.433333,0.110211,-0.036753,,2.433333,-0.078722,0.036753,,2.433333,0.083971,-0.036753,,2.433333,-0.015744,0.00525,,2.433333,-0.047233,0.026252,,2.433333,0.047233,-0.031502,,2.433333,0.041985,-0.036753
2.44,0.010496,-0.00525,,2.44,0.068226,0.036753,,2.44,-0.031489,-0.010501,,2.44,0.026241,-0.010501,,2.44,-0.068226,-0.00525,,2.44,-0.120708,-0.026252,,2.44,-0.010496,-0.021002,,2.44,-0.094467,0.00525,,2.44,0.167941,0.036753,,2.44,0.068226,-0.026252,,2.44,-0.304393,0.010501,,2.44,0.335882,0.015751,,2.44,-0.320138,0.010501,,2.44,-0.241415,0.031502,,2.44,0.073474,-0.031502,,2.44,-0.146948,0.015751,,2.44,0,-0.010501,,2.44,-0.110211,0.036753,,2.44,0.110211,-0.036753,,2.44,-0.073474,0.036753,,2.44,0.078722,-0.036753,,2.44,-0.020993,0.00525,,2.44,-0.047233,0.026252,,2.44,0.047233,-0.036753,,2.44,0.036737,-0.036753
2.446667,0.010496,-0.00525,,2.446667,0.068226,0.036753,,2.446667,-0.031489,-0.00525,,2.446667,0.020993,-0.00525,,2.446667,-0.068226,-0.00525,,2.446667,-0.120708,-0.026252,,2.446667,-0.015744,-0.021002,,2.446667,-0.089219,0.00525,,2.446667,0.167941,0.036753,,2.446667,0.062978,-0.026252,,2.446667,-0.304393,0.010501,,2.446667,0.335882,0.010501,,2.446667,-0.314889,0.010501,,2.446667,-0.236167,0.031502,,2.446667,0.068226,-0.026252,,2.446667,-0.146948,0.015751,,2.446667,0,-0.010501,,2.446667,-0.104963,0.031502,,2.446667,0.104963,-0.036753,,2.446667,-0.078722,0.036753,,2.446667,0.083971,-0.036753,,2.446667,-0.020993,0.00525,,2.446667,-0.047233,0.026252,,2.446667,0.047233,-0.036753,,2.446667,0.036737,-0.036753
2.453333,0.005248,-0.00525,,2.453333,0.068226,0.036753,,2.453333,-0.026241,-0.00525,,2.453333,0.020993,-0.010501,,2.453333,-0.062978,-0.00525,,2.453333,-0.120708,-0.026252,,2.453333,-0.020993,-0.021002,,2.453333,-0.083971,0.00525,,2.453333,0.173189,0.036753,,2.453333,0.052482,-0.026252,,2.453333,-0.299145,0.010501,,2.453333,0.34113,0.015751,,2.453333,-0.320138,0.015751,,2.453333,-0.236167,0.031502,,2.453333,0.068226,-0.026252,,2.453333,-0.152197,0.021002,,2.453333,-0.005248,-0.015751,,2.453333,-0.104963,0.036753,,2.453333,0.110211,-0.031502,,2.453333,-0.078722,0.036753,,2.453333,0.083971,-0.036753,,2.453333,-0.026241,0.00525,,2.453333,-0.041985,0.026252,,2.453333,0.047233,-0.036753,,2.453333,0.036737,-0.036753
2.46,0.005248,-0.00525,,2.46,0.068226,0.036753,,2.46,-0.031489,-0.00525,,2.46,0.015744,-0.00525,,2.46,-0.062978,-0.00525,,2.46,-0.115459,-0.026252,,2.46,-0.020993,-0.021002,,2.46,-0.078722,0.00525,,2.46,0.178437,0.036753,,2.46,0.047233,-0.026252,,2.46,-0.293897,0.010501,,2.46,0.34113,0.010501,,2.46,-0.314889,0.015751,,2.46,-0.236167,0.031502,,2.46,0.062978,-0.026252,,2.46,-0.152197,0.015751,,2.46,-0.010496,-0.015751,,2.46,-0.099715,0.036753,,2.46,0.104963,-0.036753,,2.46,-0.078722,0.036753,,2.46,0.083971,-0.036753,,2.46,-0.020993,0.00525,,2.46,-0.047233,0.026252,,2.46,0.047233,-0.036753,,2.46,0.036737,-0.036753
2.466667,0.005248,-0.00525,,2.466667,0.073474,0.036753,,2.466667,-0.026241,-0.00525,,2.466667,0.015744,-0.00525,,2.466667,-0.05773,-0.00525,,2.466667,-0.115459,-0.021002,,2.466667,-0.026241,-0.021002,,2.466667,-0.073474,0.00525,,2.466667,0.183686,0.036753,,2.466667,0.036737,-0.031502,,2.466667,-0.293897,0.015751,,2.466667,0.346378,0.015751,,2.466667,-0.314889,0.015751,,2.466667,-0.230919,0.031502,,2.466667,0.052482,-0.026252,,2.466667,-0.152197,0.021002,,2.466667,-0.015744,-0.015751,,2.466667,-0.099715,0.036753,,2.466667,0.110211,-0.036753,,2.466667,-0.073474,0.036753,,2.466667,0.078722,-0.036753,,2.466667,-0.031489,0.010501,,2.466667,-0.047233,0.031502,,2.466667,0.047233,-0.036753,,2.466667,0.036737,-0.036753
2.473333,0.005248,-0.00525,,2.473333,0.073474,0.036753,,2.473333,-0.026241,0,,2.473333,0.015744,-0.010501,,2.473333,-0.05773,0,,2.473333,-0.120708,-0.026252,,2.473333,-0.031489,-0.026252,,2.473333,-0.073474,0.00525,,2.473333,0.188934,0.036753,,2.473333,0.031489,-0.031502,,2.473333,-0.288649,0.015751,,2.473333,0.351627,0.010501,,2.473333,-0.309641,0.015751,,2.473333,-0.225671,0.031502,,2.473333,0.052482,-0.026252,,2.473333,-0.152197,0.021002,,2.473333,-0.015744,-0.010501,,2.473333,-0.099715,0.036753,,2.473333,0.104963,-0.036753,,2.473333,-0.073474,0.036753,,2.473333,0.078722,-0.036753,,2.473333,-0.026241,0.00525,,2.473333,-0.047233,0.031502,,2.473333,0.047233,-0.036753,,2.473333,0.031489,-0.036753
2.48,0.005248,-0.00525,,2.48,0.073474,0.031502,,2.48,-0.026241,0,,2.48,0.010496,-0.010501,,2.48,-0.05773,0,,2.48,-0.115459,-0.026252,,2.48,-0.031489,-0.021002,,2.48,-0.073474,0.010501,,2.48,0.194182,0.036753,,2.48,0.026241,-0.026252,,2.48,-0.283401,0.015751,,2.48,0.356875,0.010501,,2.48,-0.309641,0.015751,,2.48,-0.225671,0.031502,,2.48,0.041985,-0.026252,,2.48,-0.152197,0.021002,,2.48,-0.020993,-0.010501,,2.48,-0.099715,0.036753,,2.48,0.104963,-0.036753,,2.48,-0.073474,0.031502,,2.48,0.078722,-0.036753,,2.48,-0.031489,0.00525,,2.48,-0.041985,0.031502,,2.48,0.041985,-0.036753,,2.48,0.036737,-0.036753
2.486667,0.005248,-0.00525,,2.486667,0.073474,0.031502,,2.486667,-0.020993,-0.00525,,2.486667,0.005248,-0.010501,,2.486667,-0.052482,0,,2.486667,-0.110211,-0.026252,,2.486667,-0.036737,-0.026252,,2.486667,-0.062978,0.010501,,2.486667,0.194182,0.036753,,2.486667,0.015744,-0.031502,,2.486667,-0.278152,0.015751,,2.486667,0.356875,0.010501,,2.486667,-0.309641,0.021002,,2.486667,-0.220423,0.036753,,2.486667,0.041985,-0.026252,,2.486667,-0.157445,0.026252,,2.486667,-0.026241,-0.010501,,2.486667,-0.099715,0.036753,,2.486667,0.104963,-0.036753,,2.486667,-0.068226,0.036753,,2.486667,0.078722,-0.036753,,2.486667,-0.031489,0.010501,,2.486667,-0.047233,0.026252,,2.486667,0.047233,-0.036753,,2.486667,0.036737,-0.036753
2.493333,0,-0.00525,,2.493333,0.073474,0.036753,,2.493333,-0.020993,0,,2.493333,0.005248,-0.010501,,2.493333,-0.047233,0,,2.493333,-0.115459,-0.021002,,2.493333,-0.041985,-0.026252,,2.493333,-0.062978,0.010501,,2.493333,0.19943,0.036753,,2.493333,0.005248,-0.031502,,2.493333,-0.278152,0.015751,,2.493333,0.362123,0.00525,,2.493333,-0.309641,0.021002,,2.493333,-0.220423,0.031502,,2.493333,0.036737,-0.026252,,2.493333,-0.157445,0.026252,,2.493333,-0.031489,-0.010501,,2.493333,-0.094467,0.036753,,2.493333,0.104963,-0.036753,,2.493333,-0.068226,0.036753,,2.493333,0.078722,-0.036753,,2.493333,-0.031489,0.010501,,2.493333,-0.047233,0.031502,,2.493333,0.047233,-0.036753,,2.493333,0.036737,-0.036753
2.5,0,-0.00525,,2.5,0.073474,0.036753,,2.5,-0.020993,0,,2.5,0.005248,-0.010501,,2.5,-0.047233,0,,2.5,-0.110211,-0.021002,,2.5,-0.041985,-0.026252,,2.5,-0.05773,0.00525,,2.5,0.204678,0.036753,,2.5,0,-0.031502,,2.5,-0.272904,0.021002,,2.5,0.362123,0.00525,,2.5,-0.304393,0.021002,,2.5,-0.215174,0.036753,,2.5,0.031489,-0.026252,,2.5,-0.162693,0.021002,,2.5,-0.031489,-0.00525,,2.5,-0.094467,0.036753,,2.5,0.104963,-0.036753,,2.5,-0.068226,0.036753,,2.5,0.078722,-0.036753,,2.5,-0.036737,0.010501,,2.5,-0.047233,0.031502,,2.5,0.041985,-0.036753,,2.5,0.036737,-0.036753
2.506667,0,-0.010501,,2.506667,0.073474,0.036753,,2.506667,-0.015744,0,,2.506667,0,-0.010501,,2.506667,-0.041985,0,,2.506667,-0.110211,-0.021002,,2.506667,-0.041985,-0.026252,,2.506667,-0.052482,0.010501,,2.506667,0.204678,0.036753,,2.506667,-0.005248,-0.031502,,2.506667,-0.267656,0.021002,,2.506667,0.362123,0.00525,,2.506667,-0.304393,0.021002,,2.506667,-0.215174,0.036753,,2.506667,0.026241,-0.026252,,2.506667,-0.157445,0.026252,,2.506667,-0.036737,-0.00525,,2.506667,-0.089219,0.036753,,2.506667,0.099715,-0.036753,,2.506667,-0.068226,0.031502,,2.506667,0.078722,-0.036753,,2.506667,-0.036737,0.010501,,2.506667,-0.047233,0.031502,,2.506667,0.047233,-0.036753,,2.506667,0.036737,-0.036753
2.513333,0,-0.010501,,2.513333,0.073474,0.036753,,2.513333,-0.015744,0,,2.513333,0,-0.015751,,2.513333,-0.052482,0,,2.513333,-0.104963,-0.021002,,2.513333,-0.052482,-0.026252,,2.513333,-0.047233,0.010501,,2.513333,0.209926,0.036753,,2.513333,-0.015744,-0.031502,,2.513333,-0.262408,0.015751,,2.513333,0.367371,0.00525,,2.513333,-0.304393,0.021002,,2.513333,-0.209926,0.036753,,2.513333,0.020993,-0.021002,,2.513333,-0.157445,0.026252,,2.513333,-0.036737,-0.00525,,2.513333,-0.089219,0.036753,,2.513333,0.099715,-0.036753,,2.513333,-0.062978,0.036753,,2.513333,0.073474,-0.036753,,2.513333,-0.041985,0.015751,,2.513333,-0.041985,0.031502,,2.513333,0.047233,-0.036753,,2.513333,0.036737,-0.031502
2.52,0,-0.010501,,2.52,0.073474,0.036753,,2.52,-0.015744,0,,2.52,-0.005248,-0.015751,,2.52,-0.036737,0,,2.52,-0.104963,-0.021002,,2.52,-0.052482,-0.026252,,2.52,-0.047233,0.015751,,2.52,0.215174,0.036753,,2.52,-0.020993,-0.031502,,2.52,-0.25716,0.021002,,2.52,0.372619,0.00525,,2.52,-0.299145,0.021002,,2.52,-0.204678,0.036753,,2.52,0.015744,-0.021002,,2.52,-0.157445,0.026252,,2.52,-0.041985,-0.00525,,2.52,-0.089219,0.031502,,2.52,0.099715,-0.036753,,2.52,-0.062978,0.031502,,2.52,0.073474,-0.036753,,2.52,-0.041985,0.015751,,2.52,-0.052482,0.036753,,2.52,0.041985,-0.036753,,2.52,0.031489,-0.031502
2.526667,-0.005248,-0.010501,,2.526667,0.078722,0.036753,,2.526667,-0.015744,0,,2.526667,-0.005248,-0.015751,,2.526667,-0.036737,0,,2.526667,-0.110211,-0.015751,,2.526667,-0.05773,-0.026252,,2.526667,-0.041985,0.010501,,2.526667,0.215174,0.036753,,2.526667,-0.031489,-0.031502,,2.526667,-0.246663,0.021002,,2.526667,0.377867,0.00525,,2.526667,-0.299145,0.021002,,2.526667,-0.204678,0.036753,,2.526667,0.010496,-0.021002,,2.526667,-0.162693,0.026252,,2.526667,-0.047233,-0.00525,,2.526667,-0.089219,0.031502,,2.526667,0.094467,-0.036753,,2.526667,-0.062978,0.036753,,2.526667,0.073474,-0.036753,,2.526667,-0.041985,0.015751,,2.526667,-0.047233,0.036753,,2.526667,0.047233,-0.036753,,2.526667,0.036737,-0.031502
2.533333,-0.005248,-0.00525,,2.533333,0.073474,0.036753,,2.533333,-0.010496,0,,2.533333,-0.005248,-0.015751,,2.533333,-0.036737,0.00525,,2.533333,-0.104963,-0.015751,,2.533333,-0.05773,-0.031502,,2.533333,-0.041985,0.010501,,2.533333,0.220423,0.036753,,2.533333,-0.036737,-0.031502,,2.533333,-0.246663,0.026252,,2.533333,0.377867,0.00525,,2.533333,-0.299145,0.026252,,2.533333,-0.19943,0.036753,,2.533333,0.005248,-0.021002,,2.533333,-0.162693,0.026252,,2.533333,-0.052482,-0.00525,,2.533333,-0.083971,0.036753,,2.533333,0.094467,-0.036753,,2.533333,-0.062978,0.031502,,2.533333,0.073474,-0.036753,,2.533333,-0.041985,0.015751,,2.533333,-0.047233,0.031502,,2.533333,0.047233,-0.036753,,2.533333,0.031489,-0.031502
2.54,-0.005248,-0.010501,,2.54,0.078722,0.036753,,2.54,-0.015744,0.00525,,2.54,-0.010496,-0.015751,,2.54,-0.031489,0.00525,,2.54,-0.099715,-0.015751,,2.54,-0.05773,-0.026252,,2.54,-0.036737,0.010501,,2.54,0.225671,0.036753,,2.54,-0.041985,-0.031502,,2.54,-0.241415,0.021002,,2.54,0.377867,0.00525,,2.54,-0.288649,0.021002,,2.54,-0.194182,0.036753,,2.54,0,-0.021002,,2.54,-0.162693,0.026252,,2.54,-0.052482,-0.00525,,2.54,-0.083971,0.036753,,2.54,0.094467,-0.036753,,2.54,-0.062978,0.031502,,2.54,0.068226,-0.036753,,2.54,-0.047233,0.015751,,2.54,-0.047233,0.031502,,2.54,0.041985,-0.036753,,2.54,0.031489,-0.031502
