Time (s),Gyroscope x (rad/s)
2.940321295,1.1082623
2.942409012,1.131627917
2.944495691,1.153619051
2.946583632,1.173166752
2.948670567,1.19393611
2.950757939,1.217301726
2.952845087,1.241736293
2.954932134,1.263727427
2.957015801,1.286940336
2.959101129,1.311527729
2.961217777,1.33474052
2.963281366,1.360396862
2.965370752,1.386053205
2.967448194,1.41308403
2.969541914,1.439962149
2.971630078,1.465618491
2.973716332,1.491427541
2.97580231,1.521970749
2.977883954,1.547627091
2.979965955,1.578323126
2.982062105,1.608866334
2.984137036,1.638187885
2.986230034,1.668731093
2.98832832,1.701870561
2.990417136,1.732413888
2.992504487,1.764331579
2.994589306,1.798539996
2.996674245,1.83030498
2.998749828,1.86588788
3.000850485,1.902539849
3.002937592,1.937970042
3.005029105,1.973552942
3.00711025,2.011426449
3.009185343,2.050674677
3.011286062,2.092213392
3.013373576,2.130087137
3.015463897,2.171778679
3.017547464,2.214539289
3.019635314,2.258521557
3.021722838,2.306321621
3.023810058,2.35274744
3.025890737,2.404212952
3.027959685,2.453082085
3.030054951,2.508212805
3.032143858,2.561968803
3.034250547,2.623208046
3.036335692,2.686738014
3.038426613,2.751642466
3.040517718,2.821433783
3.04259393,2.896112204
3.04468115,2.975677252
3.046766578,3.056464195
3.048856117,3.137251139
3.050939715,3.222924948
3.053017992,3.3073771
3.055110807,3.394272804
3.057177038,3.479946613
3.059294542,3.566842079
3.061379686,3.652516127
3.063474687,3.735593796
3.065552883,3.822489262
3.067632604,3.90923214
3.069714636,3.997349501
3.071816513,4.085314274
3.073903621,4.179540157
3.075996445,4.272391319
3.078090307,4.370130062
3.080151515,4.464355946
3.08224559,4.559650898
3.084312647,4.65494585
3.086428869,4.742910385
3.08851623,4.83331871
3.090616093,4.931056976
3.092683078,5.030017376
3.094757653,5.132795334
