t (s)	U1(V)	U2(V)
0,000000	0,125956	-0,036753
0,006667	0,120708	-0,031502
0,013333	0,115459	-0,031502
0,020000	0,110211	-0,031502
0,026667	0,099715	-0,031502
0,033333	0,099715	-0,031502
0,040000	0,089219	-0,031502
0,046667	0,083971	-0,031502
0,053333	0,073474	-0,031502
0,060000	0,068226	-0,031502
0,066667	0,062978	-0,031502
0,073333	0,057730	-0,031502
0,080000	0,052482	-0,031502
0,086667	0,041985	-0,031502
0,093333	0,036737	-0,031502
0,100000	0,031489	-0,026252
0,106667	0,026241	-0,026252
0,113333	0,015744	-0,026252
0,120000	0,015744	-0,026252
0,126667	0,005248	-0,026252
0,133333	-0,005248	-0,021002
0,140000	-0,010496	-0,021002
0,146667	-0,015744	-0,026252
0,153333	-0,026241	-0,026252
0,160000	-0,026241	-0,021002
0,166667	-0,036737	-0,026252
0,173333	-0,041985	-0,021002
0,180000	-0,047233	-0,021002
0,186667	-0,052482	-0,021002
0,193333	-0,062978	-0,026252
0,200000	-0,062978	-0,021002
0,206667	-0,073474	-0,021002
0,213333	-0,078722	-0,021002
0,220000	-0,083971	-0,021002
0,226667	-0,083971	-0,021002
0,233333	-0,094467	-0,015751
0,240000	-0,099715	-0,015751
0,246667	-0,104963	-0,015751
0,253333	-0,110211	-0,015751
0,260000	-0,115459	-0,015751
0,266667	-0,120708	-0,010501
0,273333	-0,125956	-0,010501
0,280000	-0,136452	-0,010501
0,286667	-0,141700	-0,010501
0,293333	-0,146948	-0,015751
0,300000	-0,146948	-0,010501
0,306667	-0,152197	-0,010501
0,313333	-0,157445	-0,005250
0,320000	-0,162693	-0,005250
0,326667	-0,167941	-0,005250
0,333333	-0,173189	-0,005250
0,340000	-0,178437	-0,005250
0,346667	-0,178437	-0,005250
0,353333	-0,183686	-0,005250
0,360000	-0,194182	0,000000
0,366667	-0,194182	0,000000
0,373333	-0,199430	0,000000
0,380000	-0,199430	0,000000
0,386667	-0,199430	0,000000
0,393333	-0,209926	0,005250
0,400000	-0,209926	0,005250
0,406667	-0,215174	0,005250
0,413333	-0,215174	0,005250
0,420000	-0,220423	0,005250
