t (s) - 400mA,U1(V) - 400mA,U2(V) - 400mA,,t (s) - 500mA,U1(V) - 500mA,U2(V) - 500mA,,t (s) - 600mA,U1(V) - 600mA,U2(V) - 600mA,,t (s) - 700mA,U1(V) - 700mA,U2(V) - 700mA,,t (s) - 800mA,U1(V) - 800mA,U2(V) - 800mA,,t (s) - 900mA,U1(V) - 900mA,U2(V) - 900mA,,t (s) - 1000mA,U1(V) - 1000mA,U2(V) - 1000mA,,t (s) - 1100mA,U1(V) -  1100mA,U2(V) -  1100mA,,t (s) - 1200mA,U1(V) - 1200mA,U2(V) - 1200mA
8.34,0.183686,0,,8.34,0.094467,0,,8.34,-0.005248,0,,8.34,-0.010496,0,,8.34,-0.005248,0,,8.34,0,0,,8.34,0,0,,8.34,0,0,,4.17,-0.005248,0
8.346667,0.194182,0,,8.346667,0.094467,0,,8.346667,-0.005248,0,,8.346667,-0.005248,0,,8.346667,0,0,,8.346667,0,0,,8.346667,0,0,,8.346667,-0.005248,0,,4.173333,0,0
8.353333,0.194182,0,,8.353333,0.094467,0,,8.353333,-0.005248,0,,8.353333,-0.005248,0,,8.353333,-0.005248,0,,8.353333,0,0,,8.353333,0,0,,8.353333,0,0,,4.176667,-0.005248,0
8.36,0.194182,0,,8.36,0.099715,0,,8.36,-0.005248,0,,8.36,-0.005248,0,,8.36,0,0,,8.36,0,0,,8.36,0,0,,8.36,0,0,,4.18,-0.005248,0
8.366667,0.19943,0,,8.366667,0.099715,0.00525,,8.366667,-0.005248,0,,8.366667,-0.005248,0,,8.366667,0,0,,8.366667,0,0,,8.366667,-0.005248,0,,8.366667,0,0,,4.183333,-0.005248,0
8.373333,0.19943,0,,8.373333,0.099715,0,,8.373333,0,0,,8.373333,-0.010496,0,,8.373333,0,0,,8.373333,0,0,,8.373333,-0.005248,0,,8.373333,-0.005248,0,,4.186667,-0.005248,0
8.38,0.19943,0,,8.38,0.099715,0,,8.38,0,0.00525,,8.38,-0.010496,0.00525,,8.38,0,0.00525,,8.38,0,0,,8.38,0,0,,8.38,0,0,,4.19,-0.005248,0
8.386667,0.204678,0,,8.386667,0.099715,0,,8.386667,0,0,,8.386667,-0.005248,0,,8.386667,0,0,,8.386667,0,0,,8.386667,-0.005248,0,,8.386667,-0.005248,0,,4.193333,-0.005248,0
8.393333,0.204678,0,,8.393333,0.099715,0,,8.393333,0,0,,8.393333,-0.005248,0,,8.393333,0,0.00525,,8.393333,0,0,,8.393333,0,0,,8.393333,0,0,,4.196667,0,0
8.4,0.209926,0,,8.4,0.099715,0,,8.4,0,0,,8.4,-0.005248,0,,8.4,0,0,,8.4,0,0,,8.4,-0.005248,0,,8.4,0,0,,4.2,0,0.00525
8.406667,0.209926,0,,8.406667,0.099715,0,,8.406667,0.005248,0,,8.406667,-0.005248,0,,8.406667,-0.005248,0,,8.406667,0,0,,8.406667,0,0,,8.406667,-0.005248,0,,4.203333,0,0
8.413333,0.209926,0,,8.413333,0.099715,0,,8.413333,0.005248,0,,8.413333,-0.005248,0,,8.413333,0,0.00525,,8.413333,0,0,,8.413333,0,0,,8.413333,0,0,,4.206667,0,0.00525
8.42,0.215174,0,,8.42,0.099715,0,,8.42,0.005248,0,,8.42,-0.005248,0,,8.42,0,0,,8.42,0,0,,8.42,0,0,,8.42,0,0,,4.21,0,0
8.426667,0.215174,0,,8.426667,0.099715,0,,8.426667,0.005248,-0.00525,,8.426667,-0.010496,0,,8.426667,0,0.00525,,8.426667,0,0,,8.426667,0,0,,8.426667,-0.005248,0,,4.213333,0,0
8.433333,0.215174,0,,8.433333,0.099715,0,,8.433333,0.005248,0,,8.433333,-0.005248,0,,8.433333,0,0,,8.433333,0,0,,8.433333,-0.005248,0,,8.433333,-0.005248,0,,4.216667,0,0
8.44,0.215174,0,,8.44,0.104963,0,,8.44,0.005248,0.00525,,8.44,-0.005248,0,,8.44,-0.005248,0,,8.44,-0.005248,0,,8.44,0,0,,8.44,-0.005248,0,,4.22,0,0
8.446667,0.215174,0,,8.446667,0.104963,0,,8.446667,0.010496,0,,8.446667,-0.005248,0,,8.446667,0,0.00525,,8.446667,0,0,,8.446667,0,0.00525,,8.446667,-0.005248,0,,4.223333,0,0
8.453333,0.215174,0,,8.453333,0.104963,0.00525,,8.453333,0.005248,0.00525,,8.453333,-0.010496,0,,8.453333,0,0,,8.453333,0,-0.00525,,8.453333,0,0,,8.453333,0,0,,4.226667,-0.005248,0
8.46,0.220423,0,,8.46,0.099715,0.00525,,8.46,0.010496,0.00525,,8.46,-0.005248,0,,8.46,0,0,,8.46,0,0,,8.46,-0.005248,0,,8.46,0,0,,4.23,0,0
8.466667,0.220423,0,,8.466667,0.099715,0,,8.466667,0.010496,0,,8.466667,-0.005248,0,,8.466667,0,0,,8.466667,0,0,,8.466667,0,0,,8.466667,-0.005248,0,,4.233333,0,0
8.473333,0.220423,0,,8.473333,0.099715,0,,8.473333,0.010496,0,,8.473333,-0.005248,0,,8.473333,0,0,,8.473333,0,0,,8.473333,0,0,,8.473333,0,0,,4.236667,0,0
8.48,0.220423,0,,8.48,0.099715,0,,8.48,0.010496,0,,8.48,-0.005248,0,,8.48,0,0,,8.48,0,0,,8.48,0,0,,8.48,0,0,,4.24,0,0
8.486667,0.220423,0,,8.486667,0.099715,-0.00525,,8.486667,0.010496,0,,8.486667,-0.005248,0,,8.486667,0,0,,8.486667,0,0,,8.486667,-0.005248,0,,8.486667,0,0,,4.243333,0,0
8.493333,0.220423,0,,8.493333,0.099715,0,,8.493333,0.010496,0,,8.493333,-0.005248,0,,8.493333,-0.005248,0,,8.493333,0,0.00525,,8.493333,-0.005248,0,,8.493333,-0.005248,0.00525,,4.246667,0,0
8.5,0.215174,0,,8.5,0.099715,0,,8.5,0.010496,0,,8.5,-0.005248,0,,8.5,-0.005248,0,,8.5,0,0,,8.5,0,0,,8.5,-0.005248,0,,4.25,-0.005248,0
8.506667,0.215174,0,,8.506667,0.099715,0.00525,,8.506667,0.010496,0.00525,,8.506667,-0.005248,0,,8.506667,0,0,,8.506667,0,0,,8.506667,0,0,,8.506667,0,0,,4.253333,0,0
8.513333,0.220423,0,,8.513333,0.099715,0,,8.513333,0.010496,0,,8.513333,0,0,,8.513333,0,0.00525,,8.513333,-0.005248,0,,8.513333,0,0,,8.513333,-0.005248,0,,4.256667,0,0
8.52,0.220423,0,,8.52,0.099715,0,,8.52,0.015744,0,,8.52,-0.005248,0,,8.52,0,0,,8.52,0,0,,8.52,-0.005248,0,,8.52,0,0,,4.26,0,0
8.526667,0.220423,0,,8.526667,0.099715,0,,8.526667,0.015744,0,,8.526667,-0.005248,0,,8.526667,0,0,,8.526667,0,0,,8.526667,0,0,,8.526667,-0.005248,0,,4.263333,0,0
8.533333,0.220423,0,,8.533333,0.094467,0,,8.533333,0.015744,0,,8.533333,0,0,,8.533333,0,0,,8.533333,0,0.00525,,8.533333,-0.005248,0,,8.533333,-0.005248,0.00525,,4.266667,-0.005248,0
8.54,0.215174,0,,8.54,0.094467,0,,8.54,0.015744,0,,8.54,0,-0.00525,,8.54,0,0,,8.54,0,0,,8.54,-0.005248,0.00525,,8.54,-0.005248,0.00525,,4.27,0,0
8.546667,0.215174,0,,8.546667,0.094467,0,,8.546667,0.015744,0,,8.546667,-0.005248,0,,8.546667,0,0,,8.546667,0,0,,8.546667,-0.005248,0,,8.546667,0,0,,4.273333,-0.005248,0
8.553333,0.215174,0,,8.553333,0.094467,0,,8.553333,0.015744,0,,8.553333,-0.005248,0,,8.553333,0,0,,8.553333,0,0,,8.553333,-0.005248,0,,8.553333,0,0,,4.276667,0,0
8.56,0.215174,0,,8.56,0.094467,0,,8.56,0.015744,0,,8.56,0,0,,8.56,0,0,,8.56,0,0,,8.56,0,0,,8.56,0,0.00525,,4.28,0,0
8.566667,0.215174,0,,8.566667,0.094467,0.00525,,8.566667,0.020993,0,,8.566667,-0.005248,0,,8.566667,0,0,,8.566667,0,0,,8.566667,0,0,,8.566667,0,0,,4.283333,-0.005248,0
8.573333,0.209926,0,,8.573333,0.089219,0,,8.573333,0.015744,0,,8.573333,-0.005248,0,,8.573333,0,0,,8.573333,-0.005248,0,,8.573333,0,0,,8.573333,0,0,,4.286667,-0.005248,0.00525
8.58,0.209926,0,,8.58,0.089219,0,,8.58,0.020993,0,,8.58,0,0,,8.58,0,0.00525,,8.58,0,0,,8.58,0,0,,8.58,0,0.00525,,4.29,0,0
8.586667,0.209926,0,,8.586667,0.089219,0,,8.586667,0.015744,0,,8.586667,0,0,,8.586667,0,0,,8.586667,0,0,,8.586667,0,0,,8.586667,0,0,,4.293333,-0.005248,0
8.593333,0.209926,0,,8.593333,0.089219,0,,8.593333,0.020993,0,,8.593333,-0.005248,0,,8.593333,0,0,,8.593333,0,0,,8.593333,0,0,,8.593333,0,0,,4.296667,-0.005248,0
8.6,0.209926,0,,8.6,0.089219,0,,8.6,0.020993,0,,8.6,0,0,,8.6,0,0,,8.6,0,0,,8.6,-0.005248,0,,8.6,0,0,,4.3,0,0
8.606667,0.204678,0,,8.606667,0.083971,0,,8.606667,0.015744,0,,8.606667,-0.005248,0,,8.606667,0.005248,0,,8.606667,0,0,,8.606667,-0.005248,0,,8.606667,-0.005248,0,,4.303333,0,0.00525
8.613333,0.204678,0,,8.613333,0.083971,0,,8.613333,0.020993,0,,8.613333,0,0,,8.613333,0,0,,8.613333,0,0,,8.613333,-0.005248,0,,8.613333,0,0,,4.306667,0,0
8.62,0.204678,0,,8.62,0.083971,0,,8.62,0.020993,0,,8.62,0,0,,8.62,0,0,,8.62,0,0,,8.62,0,0,,8.62,0,0,,4.31,0,0
8.626667,0.19943,0.00525,,8.626667,0.083971,0,,8.626667,0.020993,0,,8.626667,0,0,,8.626667,0,0,,8.626667,-0.005248,0,,8.626667,-0.005248,0.00525,,8.626667,-0.005248,0,,4.313333,0,0
8.633333,0.19943,0,,8.633333,0.083971,0,,8.633333,0.020993,0,,8.633333,0,0,,8.633333,0,0,,8.633333,0,0,,8.633333,0,0,,8.633333,0,0,,4.316667,-0.005248,0
8.64,0.19943,0,,8.64,0.078722,0.00525,,8.64,0.020993,0,,8.64,0,0,,8.64,0,0,,8.64,0,0,,8.64,0,0,,8.64,0,0,,4.32,0,0
8.646667,0.194182,0.00525,,8.646667,0.078722,0,,8.646667,0.020993,0,,8.646667,0,0,,8.646667,0,0,,8.646667,0,0,,8.646667,0,0,,8.646667,-0.005248,0,,4.323333,-0.005248,0
8.653333,0.188934,0,,8.653333,0.078722,0,,8.653333,0.020993,0.00525,,8.653333,0,0,,8.653333,-0.005248,0,,8.653333,0,0,,8.653333,-0.005248,0,,8.653333,-0.005248,0,,4.326667,-0.005248,0
8.66,0.183686,0,,8.66,0.073474,0,,8.66,0.020993,0,,8.66,0,0,,8.66,0,0,,8.66,0,0,,8.66,0,0,,8.66,-0.005248,0.00525,,4.33,-0.005248,0
8.666667,0.188934,0,,8.666667,0.073474,0,,8.666667,0.026241,0.00525,,8.666667,0,0,,8.666667,0,0.00525,,8.666667,0,0,,8.666667,0,0,,8.666667,-0.005248,0.00525,,4.333333,0,0
8.673333,0.183686,0,,8.673333,0.073474,0,,8.673333,0.020993,0,,8.673333,0,0,,8.673333,0,0.00525,,8.673333,-0.005248,0,,8.673333,0,0,,8.673333,0,0,,4.336667,-0.005248,0
8.68,0.183686,0,,8.68,0.073474,0.00525,,8.68,0.026241,0.00525,,8.68,0,0,,8.68,0,0,,8.68,0,0,,8.68,0,0,,8.68,0,0.00525,,4.34,0,0.00525
8.686667,0.178437,0,,8.686667,0.068226,0,,8.686667,0.026241,0,,8.686667,0,0,,8.686667,0,0,,8.686667,0,0,,8.686667,-0.005248,0,,8.686667,-0.005248,0,,4.343333,-0.005248,0
8.693333,0.178437,0,,8.693333,0.068226,0,,8.693333,0.026241,0.00525,,8.693333,0,0,,8.693333,0,0,,8.693333,0,0,,8.693333,-0.005248,0,,8.693333,-0.005248,0,,4.346667,-0.005248,0.00525
8.7,0.173189,0,,8.7,0.068226,0,,8.7,0.026241,0,,8.7,0,0,,8.7,-0.005248,0.00525,,8.7,0,0,,8.7,-0.005248,0,,8.7,-0.005248,0,,4.35,0,0.00525
8.706667,0.173189,0,,8.706667,0.068226,0,,8.706667,0.026241,0,,8.706667,0,0,,8.706667,0,0,,8.706667,0,0,,8.706667,0,0,,8.706667,-0.005248,0,,4.353333,0,0
8.713333,0.167941,0,,8.713333,0.062978,0,,8.713333,0.026241,0,,8.713333,0,0,,8.713333,0,0,,8.713333,0,0,,8.713333,0,0,,8.713333,0,0,,4.356667,-0.005248,0
8.72,0.162693,0,,8.72,0.062978,0,,8.72,0.026241,0.00525,,8.72,0,0,,8.72,0,0,,8.72,0,0,,8.72,-0.005248,0,,8.72,-0.005248,0.00525,,4.36,0,0
8.726667,0.162693,0,,8.726667,0.062978,0,,8.726667,0.026241,0,,8.726667,0,0,,8.726667,0,0,,8.726667,-0.005248,0,,8.726667,0,0,,8.726667,0,0.00525,,4.363333,0,0
8.733333,0.157445,0,,8.733333,0.05773,0,,8.733333,0.026241,0,,8.733333,0,0,,8.733333,0,0,,8.733333,0,0,,8.733333,0,-0.00525,,8.733333,-0.005248,0.00525,,4.366667,0,0
8.74,0.152197,0,,8.74,0.05773,0,,8.74,0.026241,0,,8.74,0,0,,8.74,0,0.00525,,8.74,0,0,,8.74,0,0,,8.74,0,0.00525,,4.37,0,0
8.746667,0.152197,0,,8.746667,0.05773,0,,8.746667,0.026241,0,,8.746667,0,0,,8.746667,0,0,,8.746667,0,0,,8.746667,0,0,,8.746667,0,0.00525,,4.373333,0,0
8.753333,0.1417,0,,8.753333,0.052482,0,,8.753333,0.026241,0,,8.753333,0,0.00525,,8.753333,0,0,,8.753333,0,0,,8.753333,0,0,,8.753333,-0.005248,0,,4.376667,0,0.00525
8.76,0.1417,0,,8.76,0.052482,0,,8.76,0.026241,0,,8.76,0,0,,8.76,0,0,,8.76,0,0,,8.76,-0.005248,0,,8.76,-0.005248,0.00525,,4.38,-0.005248,0
8.766667,0.1417,0,,8.766667,0.052482,0,,8.766667,0.026241,0,,8.766667,0,0,,8.766667,-0.005248,0,,8.766667,0,0,,8.766667,0,0,,8.766667,0,0.00525,,4.383333,0,0
8.773333,0.131204,0,,8.773333,0.047233,0,,8.773333,0.026241,0,,8.773333,0,0,,8.773333,0,0,,8.773333,0.010496,0,,8.773333,-0.005248,0,,8.773333,-0.005248,0,,4.386667,-0.005248,0.00525
8.78,0.131204,0,,8.78,0.047233,0,,8.78,0.026241,0,,8.78,0,0,,8.78,0,0.00525,,8.78,0,0,,8.78,0,0,,8.78,0,0.00525,,4.39,0,0
8.786667,0.125956,0,,8.786667,0.041985,0.00525,,8.786667,0.020993,0,,8.786667,0,0,,8.786667,0,0,,8.786667,0,0,,8.786667,0,0,,8.786667,-0.005248,0,,4.393333,-0.005248,0
8.793333,0.120708,0,,8.793333,0.041985,0,,8.793333,0.026241,0,,8.793333,0,0,,8.793333,-0.005248,0,,8.793333,0,0,,8.793333,0,0,,8.793333,0,0,,4.396667,0,0
8.8,0.120708,0,,8.8,0.041985,0,,8.8,0.026241,0,,8.8,0,0,,8.8,0,0,,8.8,0,0,,8.8,0,0,,8.8,-0.005248,0.00525,,4.4,-0.005248,-0.00525
8.806667,0.115459,0,,8.806667,0.036737,0,,8.806667,0.026241,0,,8.806667,0.005248,0,,8.806667,0,0,,8.806667,0,0,,8.806667,-0.005248,0,,8.806667,-0.005248,0.00525,,4.403333,0,0.00525
