"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
2.046746713E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.048833973E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.050921915E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.053009420E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.055095795E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.057183623E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.059272796E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.061357828E0	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.063445343E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.065532542E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.067620666E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.069708394E0	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
2.071794525E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.073882243E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.075970164E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.078057057E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.080144114E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.082231120E0	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.084318858E0	-1.221730490E-3	2.596177394E-3	1.221730490E-3	3.118555409E-3
2.086404461E0	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.088483317E0	-2.443460980E-3	-1.069014193E-3	1.221730490E-3	2.933584548E-3
2.090581492E0	-3.665191587E-3	1.527163113E-4	-1.221730490E-3	3.866468289E-3
2.092669047E0	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.094758027E0	-2.443460980E-3	2.596177394E-3	1.069014193E-3	3.722019609E-3
2.096842743E0	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.098930054E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.101018230E0	-3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
2.103105927E0	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.105192180E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.107279805E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.109368134E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.111454499E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.113541658E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.115628653E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.117719452E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.119819336E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.121905753E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.123993532E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.126086590E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.128195008E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.130257549E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.132326122E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.134420015E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.136513155E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.138605633E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.140689150E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.142777153E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.144864128E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.146951407E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.149038973E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.151126558E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.153213940E0	2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.155300326E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.157384645E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.159463707E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.161562491E0	1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.163650230E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.165740888E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.167824689E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.169912854E0	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.171999789E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.174086967E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.176174573E0	2.443460980E-3	2.596177394E-3	-1.221730490E-3	3.768721801E-3
2.178258964E0	1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
2.180337618E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.182422855E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.184528425E0	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
2.186632774E0	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.188701214E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.190786003E0	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.192870670E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.194960137E0	-0.000000000E0	-3.512475174E-3	0.000000000E0	3.512475174E-3
2.197047711E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.199134137E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.201223260E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.203310418E0	-1.221730490E-3	2.596177394E-3	0.000000000E0	2.869279082E-3
2.205396854E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.207479739E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.209559817E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.211680199E0	1.221730490E-3	1.374446787E-3	1.221730490E-3	2.207794092E-3
2.213746402E0	-0.000000000E0	-1.069014193E-3	-2.443460980E-3	2.667075722E-3
2.215837763E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.217916120E0	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.220010186E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.222095757E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.224183160E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.226271051E0	-0.000000000E0	-1.069014193E-3	1.221730490E-3	1.623396666E-3
2.228355625E0	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.230433363E0	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
2.232532220E0	-0.000000000E0	1.374446787E-3	1.221730490E-3	1.838947895E-3
2.234619806E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.236711135E0	-0.000000000E0	1.527163113E-4	1.221730490E-3	1.231238264E-3
2.238794793E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.240881942E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.242969731E0	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.245056442E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.247144301E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.249231693E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.251319401E0	1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.253406997E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.255494043E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.257578506E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.259657597E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.261747085E0	-2.443460980E-3	1.374446787E-3	-1.221730490E-3	3.058141744E-3
2.263843734E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.265932215E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.268019474E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.270105535E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.272193121E0	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.274280655E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.276367823E0	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.278453638E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.280527511E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.282599778E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.284717087E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.286806066E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.288898087E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.290978490E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.293067500E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.295153733E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.297240117E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.299327144E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.301415228E0	-2.443460980E-3	1.527163113E-4	-2.443460980E-3	3.458948597E-3
2.303503363E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.305592464E0	2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.307686244E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.309759109E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.311859401E0	-1.221730490E-3	2.596177394E-3	-1.221730490E-3	3.118555409E-3
2.313937516E0	1.221730490E-3	2.596177394E-3	0.000000000E0	2.869279082E-3
2.316028195E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.318114660E0	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.320211931E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.322289415E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.324376196E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.326460496E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.328540197E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.330628536E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.332727027E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.334815670E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.336903550E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.338987137E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.341074632E0	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
2.343162788E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.345249529E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.347337022E0	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
2.349424628E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.351512438E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.353599993E0	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.355683703E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.357757626E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.359853156E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.361964769E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.364039253E0	1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.366126554E0	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.368203163E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.370285855E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.372385048E0	1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.374472674E0	-0.000000000E0	-2.290744567E-3	-1.221730490E-3	2.596177202E-3
2.376569181E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.378666267E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.380715828E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.382799131E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.384904590E0	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
2.387000617E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.389089454E0	-2.443460980E-3	1.374446787E-3	-1.221730490E-3	3.058141744E-3
2.391171354E0	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.393260730E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.395345965E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.397433265E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.399520007E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.401608244E0	-0.000000000E0	-2.290744567E-3	1.221730490E-3	2.596177202E-3
2.403696094E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.405782540E0	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
2.407867175E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.409942767E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.412031736E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.414132282E0	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
2.416222044E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.418307025E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.420382302E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.422482339E0	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
2.424568948E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.426653176E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.428712492E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.430818368E0	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.432918751E0	-2.443460980E-3	1.374446787E-3	-1.221730490E-3	3.058141744E-3
2.435012633E0	-0.000000000E0	-2.290744567E-3	1.221730490E-3	2.596177202E-3
2.437097237E0	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.439180022E0	-1.221730490E-3	2.596177394E-3	1.221730490E-3	3.118555409E-3
2.441267781E0	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.443355763E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.445443114E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.447530049E0	-1.221730490E-3	1.374446787E-3	1.221730490E-3	2.207794092E-3
2.449617716E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.451705362E0	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.453792653E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.455875803E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.457952951E0	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.460051910E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.462138366E0	-0.000000000E0	1.374446787E-3	1.221730490E-3	1.838947895E-3
2.464216969E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.466303487E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.468410013E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.470518554E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.472581329E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.474666413E0	-1.221730490E-3	1.374446787E-3	1.221730490E-3	2.207794092E-3
2.476749491E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.478846486E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.480916503E0	-2.443460980E-3	-1.069014193E-3	1.221730490E-3	2.933584548E-3
2.483014567E0	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.485099874E0	-3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
2.487192810E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.489276652E0	-3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
2.491364421E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.493452474E0	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.495538697E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.497626261E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.499713277E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.501802033E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.503889151E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.505970552E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.508039693E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.510138377E0	-0.000000000E0	1.374446787E-3	1.221730490E-3	1.838947895E-3
2.512237743E0	-1.221730490E-3	2.596177394E-3	0.000000000E0	2.869279082E-3
2.514324403E0	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
2.516388979E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.518478252E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.520573527E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.522665131E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.524752250E0	-0.000000000E0	1.374446787E-3	1.221730490E-3	1.838947895E-3
2.526839234E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.528925314E0	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.531012523E0	-0.000000000E0	2.596177394E-3	0.000000000E0	2.596177394E-3
2.533098899E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.535186972E0	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.537275198E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.539357524E0	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
2.541433066E0	1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.543534435E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.545611045E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.548094240E0	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.549780397E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.551886721E0	-2.443460980E-3	-1.069014193E-3	-1.221730490E-3	2.933584548E-3
2.553983177E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.556066599E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.558152335E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.560233491E0	1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.562313336E0	1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.564410199E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.566496788E0	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.568587353E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.570672212E0	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.572749544E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.574847231E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.576934084E0	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.579023531E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.581108411E0	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.583195702E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.585283511E0	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
2.587371604E0	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.589457899E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.591546064E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.593634901E0	-1.221730490E-3	-2.290744567E-3	-1.221730490E-3	2.869278908E-3
2.595720147E0	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.597807314E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.599894045E0	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.601982455E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.604070814E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.606156711E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.608244469E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.610330020E0	3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
2.612405134E0	3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
2.614491438E0	4.886921961E-3	-2.290744567E-3	-1.221730490E-3	5.533727705E-3
2.616596429E0	6.108652335E-3	-2.290744567E-3	0.000000000E0	6.524043533E-3
2.618699232E0	4.886921961E-3	-1.069014193E-3	0.000000000E0	5.002479145E-3
2.620788303E0	4.886921961E-3	-2.290744567E-3	0.000000000E0	5.397176755E-3
2.622869978E0	4.886921961E-3	-1.069014193E-3	-1.221730490E-3	5.149507063E-3
2.624951450E0	2.443460980E-3	-2.290744567E-3	-1.221730490E-3	3.565198119E-3
2.627029849E0	2.443460980E-3	-2.290744567E-3	0.000000000E0	3.349330117E-3
2.629129662E0	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
2.631216617E0	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.633306827E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.635391361E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.637479892E0	2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.639562941E0	2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.641638116E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.643728784E0	-1.221730490E-3	2.596177394E-3	0.000000000E0	2.869279082E-3
2.645824935E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.647905826E0	-0.000000000E0	1.527163113E-4	1.221730490E-3	1.231238264E-3
2.650005975E0	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
2.652091852E0	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
2.654184717E0	1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
2.656264887E0	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
2.658352442E0	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.660439580E0	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.662529770E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.664640915E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.666701380E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.668790033E0	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.670870631E0	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.672963791E0	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.675052099E0	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.677139053E0	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
2.679225601E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.681312810E0	1.221730490E-3	-2.290744567E-3	1.221730490E-3	2.869278908E-3
2.683400375E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.685488500E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.687576990E0	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.689659470E0	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.691736984E0	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.693837896E0	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.695925278E0	2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
2.698015009E0	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.700098882E0	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
