"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
1.994025900E-2	1.221730490E-3	1.527163113E-4	2.443460980E-3	2.736137647E-3
2.201802500E-2	-1.221730490E-3	-1.069014193E-3	3.665191587E-3	4.008621472E-3
2.411446100E-2	-0.000000000E0	-1.069014193E-3	1.221730490E-3	1.623396666E-3
2.620030800E-2	-1.221730490E-3	1.374446787E-3	2.443460980E-3	3.058141744E-3
2.828671200E-2	-0.000000000E0	-1.069014193E-3	2.443460980E-3	2.667075722E-3
3.037652500E-2	-1.221730490E-3	-1.069014193E-3	2.443460980E-3	2.933584548E-3
3.246502700E-2	1.221730490E-3	1.527163113E-4	2.443460980E-3	2.736137647E-3
3.455336500E-2	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.663881400E-2	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.872758900E-2	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
4.081312000E-2	1.221730490E-3	-3.512475174E-3	0.000000000E0	3.718885214E-3
4.290549700E-2	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
4.500256400E-2	3.665191587E-3	1.527163113E-4	-1.221730490E-3	3.866468289E-3
4.707585600E-2	3.665191587E-3	-1.069014193E-3	0.000000000E0	3.817907898E-3
4.915935300E-2	4.886921961E-3	-2.290744567E-3	0.000000000E0	5.397176755E-3
5.122503700E-2	3.665191587E-3	-3.512475174E-3	-1.221730490E-3	5.221468817E-3
5.332172700E-2	3.665191587E-3	-2.290744567E-3	-1.221730490E-3	4.491521505E-3
5.541346200E-2	4.886921961E-3	-2.290744567E-3	-2.443460980E-3	5.924526858E-3
5.751644900E-2	4.886921961E-3	-2.290744567E-3	-2.443460980E-3	5.924526858E-3
5.959965000E-2	3.665191587E-3	-1.069014193E-3	-2.443460980E-3	4.532871306E-3
6.167588300E-2	4.886921961E-3	-4.734205548E-3	-2.443460980E-3	7.229468167E-3
6.376854500E-2	6.108652335E-3	-3.512475174E-3	-2.443460980E-3	7.458124212E-3
6.584971200E-2	6.108652335E-3	-3.512475174E-3	-2.443460980E-3	7.458124212E-3
6.794999200E-2	3.665191587E-3	-3.512475174E-3	-2.443460980E-3	5.633969540E-3
7.002710000E-2	4.886921961E-3	-1.069014193E-3	-2.443460980E-3	5.567342199E-3
7.212788000E-2	6.108652335E-3	-3.512475174E-3	-2.443460980E-3	7.458124212E-3
7.421151900E-2	6.108652335E-3	-2.290744567E-3	-2.443460980E-3	6.966609332E-3
7.630051800E-2	6.108652335E-3	-3.512475174E-3	-2.443460980E-3	7.458124212E-3
7.838536600E-2	4.886921961E-3	-3.512475174E-3	-2.443460980E-3	6.495382180E-3
8.047357200E-2	4.886921961E-3	-2.290744567E-3	-2.443460980E-3	5.924526858E-3
8.256125000E-2	6.108652335E-3	-2.290744567E-3	-2.443460980E-3	6.966609332E-3
8.464791000E-2	4.886921961E-3	-2.290744567E-3	-2.443460980E-3	5.924526858E-3
8.673493500E-2	3.665191587E-3	-1.069014193E-3	-2.443460980E-3	4.532871306E-3
8.882297800E-2	4.886921961E-3	-2.290744567E-3	-1.221730490E-3	5.533727705E-3
9.090630100E-2	2.443460980E-3	-1.069014193E-3	-1.221730490E-3	2.933584548E-3
9.298093800E-2	3.665191587E-3	-2.290744567E-3	-1.221730490E-3	4.491521505E-3
9.506804500E-2	2.443460980E-3	-4.734205548E-3	-1.221730490E-3	5.465878623E-3
9.715931300E-2	3.665191587E-3	-2.290744567E-3	-2.443460980E-3	4.965041954E-3
9.926387600E-2	3.665191587E-3	-3.512475174E-3	-2.443460980E-3	5.633969540E-3
1.013503840E-1	3.665191587E-3	-2.290744567E-3	-2.443460980E-3	4.965041954E-3
1.034373290E-1	3.665191587E-3	-2.290744567E-3	-1.221730490E-3	4.491521505E-3
1.055225340E-1	2.443460980E-3	-1.069014193E-3	-2.443460980E-3	3.617152813E-3
1.076081050E-1	2.443460980E-3	-2.290744567E-3	-1.221730490E-3	3.565198119E-3
1.096959040E-1	3.665191587E-3	-2.290744567E-3	0.000000000E0	4.322168442E-3
1.117830930E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
1.138660300E-1	1.221730490E-3	-3.512475174E-3	-1.221730490E-3	3.914426220E-3
1.159463320E-1	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
1.180455840E-1	-0.000000000E0	-3.512475174E-3	0.000000000E0	3.512475174E-3
1.201343910E-1	1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
1.222246720E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
1.243069590E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
1.263943510E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
1.284818750E-1	1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
1.305704060E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
1.326576050E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
1.347438680E-1	-1.221730490E-3	-2.290744567E-3	1.221730490E-3	2.869278908E-3
1.368314120E-1	-2.443460980E-3	-2.290744567E-3	1.221730490E-3	3.565198119E-3
1.389203200E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
1.410022100E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
1.430758490E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
1.451911950E-1	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
1.472691980E-1	-2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
1.493622670E-1	-2.443460980E-3	-1.069014193E-3	1.221730490E-3	2.933584548E-3
1.514407070E-1	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
1.535268480E-1	-0.000000000E0	-1.069014193E-3	1.221730490E-3	1.623396666E-3
1.556051360E-1	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
1.577045720E-1	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
1.597919750E-1	-1.221730490E-3	1.374446787E-3	1.221730490E-3	2.207794092E-3
1.618751760E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
1.639362730E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
1.660467360E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
1.681426220E-1	-3.665191587E-3	1.527163113E-4	1.221730490E-3	3.866468289E-3
1.702363920E-1	-2.443460980E-3	2.596177394E-3	-1.527163113E-4	3.568467583E-3
1.723195930E-1	-2.443460980E-3	1.374446787E-3	1.221730490E-3	3.058141744E-3
1.744035270E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
1.764908280E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
1.785782190E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
1.806678700E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
1.827586810E-1	-3.665191587E-3	-1.069014193E-3	0.000000000E0	3.817907898E-3
1.848403860E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
1.869280120E-1	-2.443460980E-3	2.596177394E-3	0.000000000E0	3.565198258E-3
1.890155570E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
1.910951370E-1	-3.665191587E-3	1.527163113E-4	1.221730490E-3	3.866468289E-3
1.931610250E-1	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
1.952770730E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
1.973650440E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
1.994603300E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.015399710E-1	-4.886921961E-3	1.374446787E-3	-1.527163113E-4	5.078821959E-3
2.036268350E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.057158150E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
2.077946000E-1	-2.443460980E-3	1.374446787E-3	1.221730490E-3	3.058141744E-3
2.098604580E-1	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.119751120E-1	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
2.140600330E-1	-3.665191587E-3	3.817907767E-3	-1.527163113E-4	5.294654980E-3
2.161541800E-1	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.182279400E-1	-1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.203274280E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
2.224138740E-1	-2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
2.245024150E-1	-3.665191587E-3	1.374446787E-3	0.000000000E0	3.914426310E-3
2.265871830E-1	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.286753180E-1	-1.221730490E-3	2.596177394E-3	-1.221730490E-3	3.118555409E-3
2.307622720E-1	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.328504990E-1	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.349365390E-1	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.370246830E-1	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.391131030E-1	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.411951650E-1	-0.000000000E0	2.596177394E-3	0.000000000E0	2.596177394E-3
2.432683870E-1	-0.000000000E0	1.374446787E-3	-1.221730490E-3	1.838947895E-3
2.453602860E-1	1.221730490E-3	1.374446787E-3	-1.221730490E-3	2.207794092E-3
2.474624070E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.495537150E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.516394400E-1	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
2.537234860E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
2.558130650E-1	1.221730490E-3	2.596177394E-3	-1.221730490E-3	3.118555409E-3
2.578981160E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.599875940E-1	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
2.620825860E-1	-0.000000000E0	-1.069014193E-3	1.221730490E-3	1.623396666E-3
2.641579040E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.662395590E-1	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
2.683327080E-1	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
2.704219520E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.725120500E-1	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
2.745966760E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
2.766839760E-1	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
2.787718050E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.808589940E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.829483700E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
2.850330770E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
2.871207730E-1	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
2.892035990E-1	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
2.912736160E-1	1.221730490E-3	-2.290744567E-3	-1.221730490E-3	2.869278908E-3
2.933702350E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
2.954708420E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
2.975631060E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
2.996490240E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.017294980E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
3.038066170E-1	1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
3.059077220E-1	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
3.079913700E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
3.100717120E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.121527580E-1	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
3.142450530E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.163501350E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
3.184341590E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
3.205220710E-1	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
3.226070120E-1	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
3.246935300E-1	2.443460980E-3	-1.069014193E-3	-1.221730490E-3	2.933584548E-3
3.267801270E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
3.288672760E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
3.309550240E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.330434030E-1	1.221730490E-3	-2.290744567E-3	-1.221730490E-3	2.869278908E-3
3.351272150E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
3.372048000E-1	1.221730490E-3	-2.290744567E-3	-1.221730490E-3	2.869278908E-3
3.393083980E-1	-1.221730490E-3	-2.290744567E-3	-1.221730490E-3	2.869278908E-3
3.414023100E-1	-0.000000000E0	-2.290744567E-3	-1.221730490E-3	2.596177202E-3
3.434736500E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
3.455712250E-1	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
3.476518730E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.497456130E-1	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
3.518284490E-1	1.221730490E-3	-2.290744567E-3	1.221730490E-3	2.869278908E-3
3.539167050E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
3.560039150E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.580903290E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.601779660E-1	2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
3.622619600E-1	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
3.643368510E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.664279260E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.685276870E-1	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
3.706181010E-1	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
3.727062160E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
3.747902410E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.768765950E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.789639570E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
3.810515720E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.831407650E-1	-0.000000000E0	-3.512475174E-3	1.221730490E-3	3.718885214E-3
3.852259000E-1	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
3.873138210E-1	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
3.894031350E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
3.914910370E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
3.935684800E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
3.956496670E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
3.977501810E-1	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
3.998394450E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
4.019251290E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
4.039997650E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
4.061016640E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
4.081881600E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
4.102744430E-1	1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
4.123449800E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
4.144359430E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
4.165373830E-1	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
4.186270640E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
4.207155340E-1	-0.000000000E0	-2.290744567E-3	-1.221730490E-3	2.596177202E-3
4.227960100E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
4.248731170E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
4.269730210E-1	1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
4.290604140E-1	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
4.311562090E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
4.332530820E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
4.353101190E-1	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
4.374112540E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
4.394939270E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
4.415876670E-1	1.221730490E-3	-2.290744567E-3	1.221730490E-3	2.869278908E-3
4.436718950E-1	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
4.457660010E-1	1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
4.478722830E-1	-1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
4.499352110E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
4.520219830E-1	-0.000000000E0	-2.290744567E-3	0.000000000E0	2.290744567E-3
4.541048380E-1	-3.665191587E-3	-1.069014193E-3	1.221730490E-3	4.008621472E-3
4.561998300E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
4.582728170E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
4.603705950E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
4.624572350E-1	-2.443460980E-3	-1.069014193E-3	1.221730490E-3	2.933584548E-3
4.645512800E-1	-2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
4.666336870E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
4.687200110E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
4.708070480E-1	-3.665191587E-3	1.527163113E-4	1.221730490E-3	3.866468289E-3
4.728960580E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
4.749809990E-1	-3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
4.770603850E-1	-2.443460980E-3	-1.069014193E-3	1.221730490E-3	2.933584548E-3
4.791459260E-1	-2.443460980E-3	-1.069014193E-3	1.221730490E-3	2.933584548E-3
4.812419140E-1	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
4.833307100E-1	-2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
4.854295150E-1	-3.665191587E-3	1.527163113E-4	0.000000000E0	3.668371797E-3
4.875067040E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
4.895997010E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
4.916963820E-1	-2.443460980E-3	1.527163113E-4	1.221730490E-3	2.736137647E-3
4.937654130E-1	-2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
4.958427750E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
4.979386400E-1	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
5.000317290E-1	-2.443460980E-3	1.527163113E-4	2.443460980E-3	3.458948597E-3
5.021188980E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
5.041895660E-1	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
5.062803160E-1	-0.000000000E0	-1.069014193E-3	1.221730490E-3	1.623396666E-3
5.083798230E-1	-2.443460980E-3	-3.512475174E-3	2.443460980E-3	4.927320263E-3
5.104706230E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
5.125575170E-1	-1.221730490E-3	1.527163113E-4	1.221730490E-3	1.734523869E-3
5.146420100E-1	-2.443460980E-3	1.374446787E-3	1.221730490E-3	3.058141744E-3
5.167248030E-1	-2.443460980E-3	2.596177394E-3	1.221730490E-3	3.768721801E-3
5.187900600E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
5.208801900E-1	-1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
5.229789650E-1	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
5.250694500E-1	-1.221730490E-3	-1.069014193E-3	1.221730490E-3	2.031758383E-3
5.271572790E-1	-1.221730490E-3	1.374446787E-3	1.221730490E-3	2.207794092E-3
5.292411420E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
5.313293270E-1	-0.000000000E0	1.374446787E-3	0.000000000E0	1.374446787E-3
5.334174930E-1	-1.221730490E-3	-2.290744567E-3	0.000000000E0	2.596177202E-3
5.355043050E-1	-2.443460980E-3	-2.290744567E-3	1.221730490E-3	3.565198119E-3
5.375919410E-1	-2.443460980E-3	-2.290744567E-3	0.000000000E0	3.349330117E-3
5.396793440E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
5.417664920E-1	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
5.438531020E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
5.459416120E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
5.480302240E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
5.501063250E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
5.522028430E-1	2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
5.542867350E-1	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
5.563713310E-1	-0.000000000E0	-1.069014193E-3	0.000000000E0	1.069014193E-3
5.584646020E-1	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
5.605520040E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
5.626414620E-1	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
5.647274100E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
5.668152290E-1	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
5.689013600E-1	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
5.709888950E-1	1.221730490E-3	1.374446787E-3	0.000000000E0	1.838947895E-3
5.730750860E-1	2.443460980E-3	1.374446787E-3	1.221730490E-3	3.058141744E-3
5.751567620E-1	1.099557430E-2	-1.084285788E-2	2.596177394E-3	1.565919405E-2
5.772512430E-1	1.221730467E-2	-1.084285788E-2	3.817907767E-3	1.677517571E-2
5.793380060E-1	1.588249579E-2	-1.069014193E-3	1.374446787E-3	1.597765840E-2
5.814279720E-1	1.099557430E-2	-2.443460980E-3	-1.069014193E-3	1.131441324E-2
5.835142960E-1	3.665191587E-3	-2.290744567E-3	-1.221730490E-3	4.491521505E-3
5.856003250E-1	-2.443460980E-3	2.596177394E-3	0.000000000E0	3.565198258E-3
5.876881330E-1	-6.108652335E-3	1.527163113E-4	-1.527163113E-4	6.112469050E-3
5.897800730E-1	-4.886921961E-3	1.374446787E-3	-2.596177394E-3	5.701863492E-3
5.918763670E-1	-3.665191587E-3	3.817907767E-3	-3.817907767E-3	6.525830890E-3
5.939467810E-1	2.443460980E-3	-0.000000000E0	-3.665191587E-3	4.405012024E-3
5.960256800E-1	8.552113548E-3	-2.443460980E-3	-1.221730490E-3	8.977849024E-3
5.981211580E-1	7.330383174E-3	-3.512475174E-3	0.000000000E0	8.128468449E-3
6.002126800E-1	6.108652335E-3	-2.290744567E-3	-1.221730490E-3	6.637452027E-3
6.023018430E-1	3.665191587E-3	1.527163113E-4	-1.221730490E-3	3.866468289E-3
6.043865910E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
6.064745220E-1	-2.443460980E-3	1.374446787E-3	-1.221730490E-3	3.058141744E-3
6.085612520E-1	-1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
6.106484820E-1	-1.221730490E-3	2.596177394E-3	-1.221730490E-3	3.118555409E-3
6.127354370E-1	1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
6.148208250E-1	2.443460980E-3	1.527163113E-4	0.000000000E0	2.448228714E-3
6.169007910E-1	2.443460980E-3	1.374446787E-3	0.000000000E0	2.803498802E-3
6.189944500E-1	1.221730490E-3	-2.290744567E-3	-1.221730490E-3	2.869278908E-3
6.210892790E-1	-0.000000000E0	1.527163113E-4	-1.221730490E-3	1.231238264E-3
6.231903330E-1	-2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
6.252752930E-1	-2.443460980E-3	-2.290744567E-3	0.000000000E0	3.349330117E-3
6.273618000E-1	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
6.294467820E-1	-2.443460980E-3	-1.069014193E-3	0.000000000E0	2.667075722E-3
6.315338390E-1	1.221730490E-3	1.527163113E-4	-1.221730490E-3	1.734523869E-3
6.336218210E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
6.357080330E-1	-0.000000000E0	1.527163113E-4	0.000000000E0	1.527163113E-4
6.377960860E-1	-1.221730490E-3	-1.069014193E-3	-1.221730490E-3	2.031758383E-3
6.398839870E-1	-1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
6.419706670E-1	-0.000000000E0	-1.069014193E-3	-1.221730490E-3	1.623396666E-3
6.440576220E-1	1.221730490E-3	-1.069014193E-3	0.000000000E0	1.623396666E-3
6.461416370E-1	-1.221730490E-3	2.596177394E-3	0.000000000E0	2.869279082E-3
6.482171980E-1	-2.443460980E-3	2.596177394E-3	0.000000000E0	3.565198258E-3
6.503079580E-1	-2.443460980E-3	1.527163113E-4	-1.221730490E-3	2.736137647E-3
6.524073740E-1	-1.221730490E-3	1.527163113E-4	0.000000000E0	1.231238264E-3
