t (s)	U1(V)	U2(V)
0,000000	0,036737	-0,026252
0,006667	0,031489	-0,031502
0,013333	0,036737	-0,026252
0,020000	0,031489	-0,026252
0,026667	0,031489	-0,026252
0,033333	0,031489	-0,026252
0,040000	0,031489	-0,031502
0,046667	0,026241	-0,026252
0,053333	0,020993	-0,026252
0,060000	0,020993	-0,026252
0,066667	0,026241	-0,026252
0,073333	0,020993	-0,026252
0,080000	0,020993	-0,021002
0,086667	0,015744	-0,021002
0,093333	0,020993	-0,021002
0,100000	0,015744	-0,015751
0,106667	0,015744	-0,015751
0,113333	0,010496	-0,015751
0,120000	0,010496	-0,015751
0,126667	0,010496	-0,010501
0,133333	0,010496	-0,015751
0,140000	0,005248	-0,010501
0,146667	0,005248	-0,010501
0,153333	0,005248	-0,010501
0,160000	0,005248	-0,010501
0,166667	0,005248	-0,005250
0,173333	-0,000000	-0,005250
0,180000	-0,000000	-0,005250
0,186667	-0,000000	-0,005250
0,193333	-0,005248	0,000000
0,200000	-0,010496	0,000000
0,206667	-0,005248	0,000000
0,213333	-0,010496	0,000000
0,220000	-0,010496	0,000000
0,226667	-0,010496	0,005250
0,233333	-0,010496	0,005250
0,240000	-0,015744	0,005250
0,246667	-0,015744	0,005250
0,253333	-0,015744	0,010501
0,260000	-0,015744	0,010501
0,266667	-0,020993	0,005250
0,273333	-0,020993	0,010501
0,280000	-0,020993	0,015751
0,286667	-0,020993	0,015751
0,293333	-0,020993	0,015751
0,300000	-0,026241	0,015751
0,306667	-0,026241	0,015751
0,313333	-0,026241	0,015751
0,320000	-0,026241	0,021002
0,326667	-0,026241	0,021002
0,333333	-0,031489	0,021002
0,340000	-0,026241	0,021002
0,346667	-0,026241	0,026252
0,353333	-0,031489	0,021002
0,360000	-0,031489	0,026252
0,366667	-0,031489	0,021002
0,373333	-0,036737	0,026252
0,380000	-0,036737	0,026252
0,386667	-0,036737	0,031502
0,393333	-0,036737	0,031502
0,400000	-0,036737	0,031502
0,406667	-0,036737	0,031502
0,413333	-0,036737	0,031502
0,420000	-0,036737	0,031502
0,426667	-0,036737	0,031502
0,433333	-0,041985	0,031502
0,440000	-0,036737	0,036753
0,446667	-0,041985	0,031502
0,453333	-0,041985	0,036753
0,460000	-0,041985	0,036753
0,466667	-0,041985	0,036753
0,473333	-0,041985	0,036753
0,480000	-0,041985	0,031502
0,486667	-0,041985	0,036753
0,493333	-0,041985	0,036753
0,500000	-0,041985	0,036753
0,506667	-0,041985	0,036753
0,513333	-0,041985	0,036753
0,520000	-0,041985	0,036753
0,526667	-0,036737	0,036753
0,533333	-0,041985	0,036753
0,540000	-0,036737	0,036753
0,546667	-0,036737	0,036753
0,553333	-0,036737	0,036753
0,560000	-0,036737	0,036753
0,566667	-0,036737	0,036753
0,573333	-0,036737	0,036753
0,580000	-0,036737	0,036753
0,586667	-0,036737	0,031502
0,593333	-0,031489	0,036753
0,600000	-0,031489	0,036753
0,606667	-0,031489	0,031502
0,613333	-0,031489	0,036753
0,620000	-0,031489	0,036753
0,626667	-0,026241	0,031502
0,633333	-0,026241	0,031502
0,640000	-0,026241	0,031502
0,646667	-0,031489	0,031502
0,653333	-0,026241	0,031502
0,660000	-0,026241	0,031502
0,666667	-0,026241	0,026252
0,673333	-0,020993	0,031502
0,680000	-0,026241	0,026252
0,686667	-0,026241	0,026252
0,693333	-0,020993	0,026252
0,700000	-0,020993	0,026252
0,706667	-0,015744	0,026252
0,713333	-0,015744	0,021002
0,720000	-0,020993	0,026252
0,726667	-0,015744	0,026252
0,733333	-0,010496	0,021002
0,740000	-0,015744	0,021002
0,746667	-0,010496	0,015751
0,753333	-0,010496	0,021002
0,760000	-0,005248	0,021002
0,766667	-0,005248	0,015751
0,773333	-0,005248	0,015751
0,780000	-0,005248	0,015751
0,786667	-0,005248	0,015751
0,793333	-0,000000	0,010501
0,800000	-0,000000	0,010501
0,806667	-0,000000	0,010501
0,813333	-0,000000	0,010501
0,820000	-0,000000	0,010501
0,826667	0,005248	0,005250
0,833333	0,005248	0,010501
0,840000	0,005248	0,005250
0,846667	0,010496	0,005250
0,853333	0,010496	0,000000
0,860000	0,010496	0,000000
0,866667	0,010496	0,000000
0,873333	0,010496	0,000000
0,880000	0,010496	0,000000
0,886667	0,015744	-0,005250
0,893333	0,015744	-0,005250
0,900000	0,015744	-0,005250
0,906667	0,020993	-0,005250
0,913333	0,015744	-0,005250
0,920000	0,020993	-0,010501
0,926667	0,020993	-0,010501
0,933333	0,020993	-0,010501
0,940000	0,026241	-0,015751
0,946667	0,026241	-0,015751
0,953333	0,026241	-0,010501
0,960000	0,031489	-0,015751
0,966667	0,031489	-0,015751
0,973333	0,031489	-0,015751
0,980000	0,031489	-0,021002
0,986667	0,031489	-0,021002
0,993333	0,031489	-0,021002
1,000000	0,036737	-0,021002
1,006667	0,036737	-0,021002
1,013333	0,036737	-0,021002
1,020000	0,036737	-0,026252
1,026667	0,036737	-0,026252
1,033333	0,036737	-0,026252
1,040000	0,041985	-0,026252
1,046667	0,036737	-0,026252
1,053333	0,041985	-0,031502
1,060000	0,041985	-0,026252
1,066667	0,041985	-0,026252
1,073333	0,041985	-0,031502
1,080000	0,041985	-0,031502
1,086667	0,041985	-0,031502
1,093333	0,047233	-0,031502
1,100000	0,041985	-0,031502
1,106667	0,047233	-0,031502
1,113333	0,047233	-0,031502
1,120000	0,047233	-0,031502
1,126667	0,047233	-0,031502
1,133333	0,047233	-0,031502
1,140000	0,047233	-0,036753
1,146667	0,047233	-0,036753
1,153333	0,047233	-0,036753
1,160000	0,047233	-0,036753
1,166667	0,047233	-0,036753
1,173333	0,041985	-0,036753
1,180000	0,047233	-0,036753
1,186667	0,047233	-0,036753
1,193333	0,047233	-0,036753
1,200000	0,047233	-0,036753
1,206667	0,041985	-0,036753
1,213333	0,041985	-0,036753
1,220000	0,047233	-0,036753
1,226667	0,041985	-0,036753
1,233333	0,041985	-0,036753
1,240000	0,047233	-0,036753
1,246667	0,041985	-0,031502
1,253333	0,041985	-0,036753
1,260000	0,041985	-0,036753
1,266667	0,041985	-0,036753
1,273333	0,041985	-0,031502
1,280000	0,036737	-0,031502
1,286667	0,036737	-0,031502
1,293333	0,041985	-0,031502
1,300000	0,031489	-0,031502
1,306667	0,036737	-0,031502
1,313333	0,036737	-0,031502
1,320000	0,036737	-0,031502
1,326667	0,031489	-0,026252
1,333333	0,036737	-0,026252
1,340000	0,031489	-0,026252
1,346667	0,031489	-0,026252
1,353333	0,026241	-0,026252
1,360000	0,026241	-0,026252
1,366667	0,026241	-0,021002
1,373333	0,026241	-0,026252
1,380000	0,020993	-0,021002
1,386667	0,020993	-0,021002
1,393333	0,020993	-0,026252
1,400000	0,015744	-0,021002
1,406667	0,015744	-0,021002
1,413333	0,020993	-0,015751
1,420000	0,015744	-0,015751
1,426667	0,010496	-0,015751
1,433333	0,010496	-0,015751
1,440000	0,010496	-0,010501
1,446667	0,010496	-0,010501
1,453333	0,010496	-0,015751
1,460000	0,005248	-0,010501
1,466667	0,010496	-0,010501
1,473333	0,005248	-0,010501
1,480000	0,005248	-0,005250
1,486667	0,005248	-0,010501
1,493333	-0,000000	-0,005250
1,500000	-0,005248	-0,005250
1,506667	-0,005248	-0,005250
1,513333	-0,005248	-0,005250
1,520000	-0,005248	-0,005250
1,526667	-0,005248	0,000000
1,533333	-0,010496	0,005250
1,540000	-0,010496	0,005250
1,546667	-0,010496	0,005250
1,553333	-0,010496	0,005250
1,560000	-0,015744	0,005250
1,566667	-0,015744	0,010501
1,573333	-0,015744	0,010501
1,580000	-0,015744	0,010501
1,586667	-0,020993	0,010501
1,593333	-0,020993	0,010501
1,600000	-0,020993	0,015751
1,606667	-0,026241	0,015751
1,613333	-0,020993	0,015751
1,620000	-0,020993	0,015751
1,626667	-0,026241	0,021002
1,633333	-0,026241	0,021002
1,640000	-0,031489	0,021002
1,646667	-0,026241	0,021002
1,653333	-0,031489	0,021002
1,660000	-0,031489	0,021002
1,666667	-0,031489	0,021002
1,673333	-0,031489	0,026252
1,680000	-0,036737	0,026252
1,686667	-0,031489	0,026252
1,693333	-0,036737	0,026252
1,700000	-0,036737	0,026252
1,706667	-0,036737	0,026252
1,713333	-0,036737	0,031502
1,720000	-0,036737	0,031502
1,726667	-0,041985	0,031502
1,733333	-0,041985	0,031502
1,740000	-0,036737	0,026252
1,746667	-0,041985	0,031502
1,753333	-0,041985	0,031502
1,760000	-0,036737	0,031502
1,766667	-0,041985	0,031502
1,773333	-0,041985	0,031502
1,780000	-0,041985	0,036753
1,786667	-0,041985	0,036753
1,793333	-0,041985	0,031502
1,800000	-0,041985	0,036753
1,806667	-0,041985	0,036753
1,813333	-0,041985	0,036753
1,820000	-0,041985	0,036753
1,826667	-0,041985	0,036753
1,833333	-0,041985	0,036753
1,840000	-0,041985	0,036753
1,846667	-0,041985	0,036753
1,853333	-0,041985	0,036753
1,860000	-0,036737	0,036753
1,866667	-0,041985	0,036753
1,873333	-0,041985	0,036753
1,880000	-0,041985	0,036753
1,886667	-0,041985	0,036753
1,893333	-0,036737	0,036753
1,900000	-0,036737	0,036753
1,906667	-0,036737	0,036753
1,913333	-0,036737	0,031502
1,920000	-0,036737	0,036753
1,926667	-0,036737	0,036753
1,933333	-0,031489	0,036753
1,940000	-0,031489	0,031502
1,946667	-0,031489	0,036753
1,953333	-0,031489	0,031502
1,960000	-0,031489	0,031502
1,966667	-0,026241	0,031502
1,973333	-0,026241	0,031502
1,980000	-0,026241	0,031502
1,986667	-0,026241	0,026252
1,993333	-0,026241	0,026252
2,000000	-0,026241	0,031502
2,006667	-0,026241	0,026252
2,013333	-0,020993	0,026252
2,020000	-0,020993	0,026252
2,026667	-0,020993	0,021002
2,033333	-0,020993	0,021002
2,040000	-0,020993	0,021002
2,046667	-0,020993	0,026252
2,053333	-0,015744	0,026252
2,060000	-0,015744	0,021002
2,066667	-0,015744	0,015751
2,073333	-0,010496	0,021002
2,080000	-0,010496	0,015751
2,086667	-0,010496	0,015751
2,093333	-0,010496	0,015751
2,100000	-0,005248	0,010501
2,106667	-0,005248	0,015751
2,113333	-0,005248	0,010501
2,120000	-0,000000	0,010501
2,126667	-0,000000	0,005250
2,133333	-0,000000	0,010501
2,140000	-0,000000	0,010501
2,146667	0,005248	0,005250
2,153333	0,005248	0,005250
2,160000	0,005248	0,000000
2,166667	0,010496	0,000000
2,173333	0,010496	0,000000
2,180000	0,010496	0,000000
2,186667	0,010496	0,000000
2,193333	0,010496	0,000000
2,200000	0,015744	-0,005250
2,206667	0,015744	-0,005250
2,213333	0,015744	-0,005250
2,220000	0,015744	-0,005250
2,226667	0,015744	-0,005250
2,233333	0,020993	-0,010501
2,240000	0,020993	-0,010501
2,246667	0,026241	-0,005250
2,253333	0,026241	-0,015751
2,260000	0,026241	-0,015751
2,266667	0,026241	-0,015751
2,273333	0,026241	-0,015751
2,280000	0,031489	-0,015751
2,286667	0,031489	-0,015751
2,293333	0,031489	-0,021002
2,300000	0,031489	-0,021002
2,306667	0,031489	-0,015751
2,313333	0,031489	-0,021002
2,320000	0,036737	-0,021002
2,326667	0,036737	-0,021002
2,333333	0,036737	-0,021002
2,340000	0,036737	-0,026252
2,346667	0,036737	-0,026252
2,353333	0,041985	-0,026252
2,360000	0,041985	-0,026252
2,366667	0,041985	-0,026252
2,373333	0,041985	-0,031502
2,380000	0,041985	-0,026252
2,386667	0,041985	-0,031502
2,393333	0,047233	-0,031502
2,400000	0,041985	-0,036753
2,406667	0,041985	-0,031502
2,413333	0,047233	-0,031502
2,420000	0,041985	-0,031502
2,426667	0,047233	-0,031502
2,433333	0,047233	-0,031502
2,440000	0,047233	-0,036753
2,446667	0,047233	-0,036753
2,453333	0,047233	-0,036753
2,460000	0,047233	-0,036753
2,466667	0,047233	-0,036753
2,473333	0,047233	-0,036753
2,480000	0,041985	-0,036753
2,486667	0,047233	-0,036753
2,493333	0,047233	-0,036753
2,500000	0,041985	-0,036753
2,506667	0,047233	-0,036753
2,513333	0,047233	-0,036753
2,520000	0,041985	-0,036753
2,526667	0,047233	-0,036753
2,533333	0,047233	-0,036753
2,540000	0,041985	-0,036753
2,546667	0,047233	-0,031502
2,553333	0,041985	-0,036753
2,560000	0,041985	-0,036753
2,566667	0,041985	-0,036753
2,573333	0,041985	-0,036753
2,580000	0,041985	-0,031502
2,586667	0,041985	-0,036753
2,593333	0,041985	-0,031502
2,600000	0,036737	-0,036753
2,606667	0,036737	-0,031502
2,613333	0,036737	-0,031502
2,620000	0,036737	-0,036753
2,626667	0,036737	-0,031502
2,633333	0,036737	-0,031502
2,640000	0,031489	-0,031502
2,646667	0,031489	-0,031502
2,653333	0,031489	-0,026252
2,660000	0,026241	-0,026252
2,666667	0,031489	-0,026252
2,673333	0,026241	-0,026252
2,680000	0,026241	-0,026252
2,686667	0,026241	-0,021002
2,693333	0,026241	-0,021002
2,700000	0,026241	-0,021002
2,706667	0,020993	-0,021002
2,713333	0,020993	-0,010501
2,720000	0,020993	-0,021002
2,726667	0,015744	-0,015751
2,733333	0,015744	-0,021002
2,740000	0,015744	-0,015751
2,746667	0,010496	-0,015751
2,753333	0,010496	-0,015751
2,760000	0,010496	-0,015751
2,766667	0,010496	-0,010501
2,773333	0,005248	-0,005250
2,780000	0,005248	-0,010501
2,786667	0,005248	-0,010501
2,793333	0,005248	-0,010501
2,800000	-0,000000	-0,010501
2,806667	-0,000000	-0,005250
2,813333	-0,000000	-0,005250
2,820000	-0,005248	0,000000
2,826667	-0,005248	-0,005250
2,833333	-0,005248	0,000000
2,840000	-0,005248	0,000000
2,846667	-0,010496	0,005250
2,853333	-0,010496	0,005250
2,860000	-0,010496	0,005250
2,866667	-0,015744	0,005250
2,873333	-0,015744	0,005250
2,880000	-0,015744	0,005250
2,886667	-0,015744	0,005250
2,893333	-0,020993	0,010501
2,900000	-0,015744	0,010501
2,906667	-0,020993	0,010501
2,913333	-0,020993	0,015751
2,920000	-0,020993	0,015751
2,926667	-0,026241	0,015751
2,933333	-0,026241	0,015751
2,940000	-0,026241	0,015751
2,946667	-0,031489	0,015751
2,953333	-0,026241	0,015751
2,960000	-0,026241	0,021002
2,966667	-0,031489	0,021002
2,973333	-0,031489	0,021002
2,980000	-0,031489	0,021002
2,986667	-0,031489	0,026252
2,993333	-0,036737	0,021002
3,000000	-0,031489	0,026252
3,006667	-0,036737	0,031502
3,013333	-0,036737	0,026252
3,020000	-0,036737	0,026252
3,026667	-0,036737	0,031502
3,033333	-0,036737	0,031502
3,040000	-0,036737	0,026252
3,046667	-0,041985	0,031502
3,053333	-0,041985	0,031502
3,060000	-0,041985	0,031502
3,066667	-0,041985	0,031502
3,073333	-0,041985	0,036753
3,080000	-0,036737	0,031502
3,086667	-0,041985	0,036753
3,093333	-0,041985	0,031502
3,100000	-0,041985	0,036753
3,106667	-0,036737	0,036753
3,113333	-0,041985	0,036753
3,120000	-0,041985	0,036753
3,126667	-0,041985	0,036753
3,133333	-0,041985	0,036753
3,140000	-0,041985	0,036753
3,146667	-0,041985	0,036753
3,153333	-0,036737	0,036753
3,160000	-0,036737	0,036753
3,166667	-0,036737	0,036753
3,173333	-0,036737	0,042003
3,180000	-0,036737	0,036753
3,186667	-0,036737	0,036753
3,193333	-0,036737	0,036753
3,200000	-0,036737	0,036753
3,206667	-0,036737	0,036753
3,213333	-0,031489	0,036753
3,220000	-0,036737	0,036753
3,226667	-0,036737	0,036753
3,233333	-0,031489	0,031502
