t (s)	U1(V)	U2(V)
0,000000	-0,062978	-0,036753
0,006667	-0,062978	-0,042003
0,013333	-0,062978	-0,036753
0,020000	-0,057730	-0,036753
0,026667	-0,057730	-0,036753
0,033333	-0,062978	-0,036753
0,040000	-0,057730	-0,042003
0,046667	-0,062978	-0,036753
0,053333	-0,062978	-0,036753
0,060000	-0,062978	-0,036753
0,066667	-0,062978	-0,042003
0,073333	-0,062978	-0,036753
0,080000	-0,057730	-0,036753
0,086667	-0,062978	-0,036753
0,093333	-0,057730	-0,042003
0,100000	-0,062978	-0,036753
0,106667	-0,062978	-0,036753
0,113333	-0,062978	-0,036753
0,120000	-0,062978	-0,036753
0,126667	-0,062978	-0,036753
0,133333	-0,062978	-0,036753
0,140000	-0,062978	-0,036753
0,146667	-0,057730	-0,036753
0,153333	-0,062978	-0,036753
0,160000	-0,062978	-0,036753
0,166667	-0,062978	-0,036753
0,173333	-0,062978	-0,036753
0,180000	-0,062978	-0,036753
0,186667	-0,062978	-0,036753
0,193333	-0,062978	-0,036753
0,200000	-0,057730	-0,036753
0,206667	-0,062978	-0,036753
0,213333	-0,062978	-0,036753
0,220000	-0,062978	-0,036753
0,226667	-0,057730	-0,036753
0,233333	-0,062978	-0,036753
0,240000	-0,062978	-0,031502
0,246667	-0,062978	-0,036753
0,253333	-0,062978	-0,036753
0,260000	-0,062978	-0,031502
0,266667	-0,057730	-0,031502
0,273333	-0,057730	-0,031502
0,280000	-0,057730	-0,036753
0,286667	-0,057730	-0,036753
0,293333	-0,062978	-0,031502
0,300000	-0,057730	-0,036753
0,306667	-0,057730	-0,031502
0,313333	-0,057730	-0,036753
0,320000	-0,057730	-0,031502
0,326667	-0,057730	-0,036753
0,333333	-0,057730	-0,031502
0,340000	-0,057730	-0,031502
0,346667	-0,057730	-0,031502
0,353333	-0,057730	-0,031502
0,360000	-0,052482	-0,031502
0,366667	-0,057730	-0,031502
0,373333	-0,057730	-0,031502
0,380000	-0,057730	-0,031502
0,386667	-0,052482	-0,031502
0,393333	-0,057730	-0,031502
0,400000	-0,052482	-0,031502
0,406667	-0,052482	-0,031502
0,413333	-0,052482	-0,031502
0,420000	-0,052482	-0,031502
0,426667	-0,052482	-0,026252
0,433333	-0,052482	-0,031502
0,440000	-0,052482	-0,026252
0,446667	-0,047233	-0,026252
0,453333	-0,047233	-0,026252
0,460000	-0,052482	-0,026252
0,466667	-0,052482	-0,026252
0,473333	-0,047233	-0,026252
0,480000	-0,052482	-0,026252
0,486667	-0,047233	-0,026252
0,493333	-0,047233	-0,026252
0,500000	-0,041985	-0,021002
0,506667	-0,041985	-0,021002
0,513333	-0,047233	-0,026252
0,520000	-0,047233	-0,026252
0,526667	-0,041985	-0,026252
0,533333	-0,047233	-0,026252
0,540000	-0,041985	-0,026252
0,546667	-0,041985	-0,021002
0,553333	-0,041985	-0,021002
0,560000	-0,041985	-0,021002
0,566667	-0,041985	-0,021002
0,573333	-0,041985	-0,021002
0,580000	-0,041985	-0,021002
0,586667	-0,041985	-0,021002
0,593333	-0,036737	-0,021002
0,600000	-0,036737	-0,021002
0,606667	-0,036737	-0,021002
0,613333	-0,036737	-0,021002
0,620000	-0,036737	-0,015751
0,626667	-0,036737	-0,015751
0,633333	-0,036737	-0,015751
0,640000	-0,031489	-0,015751
0,646667	-0,031489	-0,015751
0,653333	-0,031489	-0,015751
0,660000	-0,036737	-0,015751
0,666667	-0,031489	-0,015751
0,673333	-0,026241	-0,015751
0,680000	-0,031489	-0,015751
0,686667	-0,031489	-0,015751
0,693333	-0,026241	-0,015751
0,700000	-0,026241	-0,010501
0,706667	-0,026241	-0,010501
0,713333	-0,026241	-0,010501
0,720000	-0,020993	-0,015751
0,726667	-0,026241	-0,010501
0,733333	-0,026241	-0,010501
0,740000	-0,020993	-0,010501
0,746667	-0,020993	-0,010501
0,753333	-0,020993	-0,010501
0,760000	-0,015744	-0,005250
0,766667	-0,015744	-0,010501
0,773333	-0,020993	-0,005250
0,780000	-0,015744	-0,005250
0,786667	-0,015744	-0,005250
0,793333	-0,015744	-0,005250
0,800000	-0,015744	-0,005250
0,806667	-0,015744	0,000000
0,813333	-0,015744	-0,005250
0,820000	-0,010496	-0,005250
0,826667	-0,010496	-0,005250
0,833333	-0,010496	-0,005250
0,840000	-0,010496	0,000000
0,846667	-0,010496	0,000000
0,853333	-0,005248	0,000000
0,860000	-0,010496	0,000000
0,866667	-0,010496	0,000000
0,873333	-0,005248	0,000000
0,880000	-0,005248	0,000000
0,886667	-0,005248	0,000000
0,893333	-0,005248	0,005250
0,900000	-0,000000	0,000000
0,906667	-0,000000	0,000000
0,913333	-0,000000	0,000000
0,920000	-0,000000	0,000000
0,926667	-0,000000	0,005250
0,933333	-0,000000	0,005250
0,940000	0,005248	0,005250
0,946667	-0,000000	0,005250
0,953333	0,005248	0,005250
0,960000	0,005248	0,005250
0,966667	0,005248	0,005250
0,973333	0,010496	0,010501
0,980000	0,010496	0,010501
0,986667	0,010496	0,010501
0,993333	0,010496	0,010501
1,000000	0,010496	0,010501
1,006667	0,010496	0,010501
1,013333	0,010496	0,010501
1,020000	0,015744	0,010501
1,026667	0,010496	0,010501
1,033333	0,015744	0,010501
1,040000	0,015744	0,015751
1,046667	0,015744	0,010501
1,053333	0,020993	0,010501
1,060000	0,015744	0,015751
1,066667	0,020993	0,015751
1,073333	0,020993	0,015751
1,080000	0,020993	0,015751
1,086667	0,020993	0,015751
1,093333	0,026241	0,015751
1,100000	0,026241	0,015751
1,106667	0,026241	0,015751
1,113333	0,026241	0,015751
1,120000	0,026241	0,021002
1,126667	0,026241	0,015751
1,133333	0,031489	0,015751
1,140000	0,026241	0,021002
1,146667	0,031489	0,021002
1,153333	0,031489	0,021002
1,160000	0,031489	0,021002
1,166667	0,031489	0,021002
1,173333	0,036737	0,021002
1,180000	0,031489	0,021002
1,186667	0,031489	0,021002
1,193333	0,031489	0,026252
1,200000	0,031489	0,021002
1,206667	0,036737	0,026252
1,213333	0,036737	0,021002
1,220000	0,036737	0,026252
1,226667	0,036737	0,026252
1,233333	0,041985	0,021002
1,240000	0,041985	0,026252
1,246667	0,041985	0,026252
1,253333	0,041985	0,026252
1,260000	0,041985	0,026252
1,266667	0,041985	0,026252
1,273333	0,047233	0,026252
1,280000	0,041985	0,026252
1,286667	0,041985	0,026252
1,293333	0,047233	0,031502
1,300000	0,047233	0,031502
1,306667	0,047233	0,026252
1,313333	0,047233	0,026252
1,320000	0,047233	0,026252
1,326667	0,052482	0,031502
1,333333	0,052482	0,026252
1,340000	0,052482	0,031502
1,346667	0,047233	0,031502
1,353333	0,052482	0,031502
1,360000	0,052482	0,031502
1,366667	0,052482	0,031502
1,373333	0,052482	0,031502
1,380000	0,052482	0,031502
1,386667	0,057730	0,031502
1,393333	0,057730	0,031502
1,400000	0,057730	0,031502
1,406667	0,057730	0,036753
1,413333	0,057730	0,036753
1,420000	0,057730	0,031502
1,426667	0,057730	0,036753
1,433333	0,062978	0,031502
1,440000	0,057730	0,036753
1,446667	0,057730	0,036753
1,453333	0,062978	0,036753
1,460000	0,057730	0,036753
1,466667	0,057730	0,036753
1,473333	0,062978	0,031502
1,480000	0,062978	0,036753
1,486667	0,062978	0,036753
1,493333	0,062978	0,036753
1,500000	0,062978	0,036753
1,506667	0,062978	0,036753
1,513333	0,062978	0,036753
1,520000	0,062978	0,036753
1,526667	0,062978	0,036753
1,533333	0,068226	0,036753
1,540000	0,068226	0,036753
1,546667	0,068226	0,036753
1,553333	0,068226	0,036753
1,560000	0,062978	0,036753
1,566667	0,068226	0,036753
1,573333	0,068226	0,036753
1,580000	0,062978	0,036753
1,586667	0,068226	0,036753
1,593333	0,068226	0,036753
1,600000	0,068226	0,036753
1,606667	0,068226	0,036753
1,613333	0,073474	0,036753
1,620000	0,068226	0,036753
1,626667	0,068226	0,042003
1,633333	0,073474	0,036753
1,640000	0,068226	0,036753
1,646667	0,068226	0,036753
1,653333	0,068226	0,036753
1,660000	0,068226	0,036753
1,666667	0,068226	0,036753
1,673333	0,068226	0,036753
1,680000	0,068226	0,036753
1,686667	0,068226	0,036753
1,693333	0,068226	0,036753
1,700000	0,068226	0,036753
1,706667	0,068226	0,036753
1,713333	0,068226	0,036753
1,720000	0,068226	0,036753
1,726667	0,073474	0,036753
1,733333	0,068226	0,036753
1,740000	0,073474	0,036753
1,746667	0,068226	0,036753
1,753333	0,073474	0,036753
1,760000	0,073474	0,036753
1,766667	0,073474	0,036753
1,773333	0,068226	0,036753
1,780000	0,068226	0,036753
1,786667	0,068226	0,036753
1,793333	0,068226	0,036753
1,800000	0,068226	0,036753
1,806667	0,068226	0,036753
1,813333	0,068226	0,031502
1,820000	0,073474	0,036753
1,826667	0,068226	0,031502
1,833333	0,068226	0,031502
1,840000	0,068226	0,031502
1,846667	0,068226	0,031502
1,853333	0,068226	0,031502
1,860000	0,068226	0,031502
1,866667	0,062978	0,031502
1,873333	0,068226	0,031502
1,880000	0,068226	0,031502
1,886667	0,068226	0,031502
1,893333	0,068226	0,031502
1,900000	0,062978	0,031502
1,906667	0,062978	0,031502
1,913333	0,068226	0,031502
1,920000	0,062978	0,031502
1,926667	0,068226	0,031502
1,933333	0,062978	0,026252
1,940000	0,062978	0,031502
1,946667	0,062978	0,026252
1,953333	0,062978	0,026252
1,960000	0,062978	0,026252
1,966667	0,057730	0,031502
1,973333	0,062978	0,026252
1,980000	0,062978	0,026252
1,986667	0,057730	0,026252
1,993333	0,062978	0,026252
2,000000	0,062978	0,026252
2,006667	0,057730	0,026252
2,013333	0,057730	0,026252
2,020000	0,057730	0,026252
2,026667	0,057730	0,026252
2,033333	0,057730	0,026252
2,040000	0,057730	0,026252
2,046667	0,057730	0,021002
2,053333	0,057730	0,021002
2,060000	0,052482	0,021002
2,066667	0,052482	0,021002
2,073333	0,052482	0,021002
2,080000	0,052482	0,021002
2,086667	0,052482	0,026252
2,093333	0,052482	0,021002
2,100000	0,052482	0,021002
2,106667	0,047233	0,015751
2,113333	0,052482	0,021002
2,120000	0,052482	0,021002
2,126667	0,047233	0,021002
2,133333	0,047233	0,021002
2,140000	0,047233	0,015751
2,146667	0,047233	0,015751
2,153333	0,041985	0,015751
2,160000	0,041985	0,015751
2,166667	0,047233	0,015751
2,173333	0,041985	0,015751
2,180000	0,036737	0,015751
2,186667	0,036737	0,015751
2,193333	0,036737	0,015751
2,200000	0,041985	0,010501
2,206667	0,036737	0,015751
2,213333	0,036737	0,015751
2,220000	0,036737	0,010501
2,226667	0,036737	0,015751
2,233333	0,036737	0,015751
