t (s)	U1(V)	U2(V)
0,000000	-0,173189	0,000000
0,006667	-0,167941	0,000000
0,013333	-0,167941	0,000000
0,020000	-0,157445	0,000000
0,026667	-0,157445	0,000000
0,033333	-0,152197	0,000000
0,040000	-0,152197	0,005250
0,046667	-0,146948	0,005250
0,053333	-0,141700	0,005250
0,060000	-0,136452	0,005250
0,066667	-0,131204	0,005250
0,073333	-0,125956	0,005250
0,080000	-0,120708	0,005250
0,086667	-0,115459	0,005250
0,093333	-0,115459	0,010501
0,100000	-0,110211	0,010501
0,106667	-0,104963	0,010501
0,113333	-0,099715	0,010501
0,120000	-0,094467	0,010501
0,126667	-0,089219	0,010501
0,133333	-0,083971	0,010501
0,140000	-0,078722	0,015751
0,146667	-0,078722	0,015751
0,153333	-0,068226	0,015751
0,160000	-0,062978	0,015751
0,166667	-0,062978	0,015751
0,173333	-0,052482	0,021002
0,180000	-0,052482	0,015751
0,186667	-0,041985	0,021002
0,193333	-0,041985	0,015751
0,200000	-0,036737	0,021002
0,206667	-0,026241	0,021002
0,213333	-0,020993	0,021002
0,220000	-0,015744	0,021002
0,226667	-0,015744	0,021002
0,233333	-0,010496	0,026252
0,240000	-0,005248	0,026252
0,246667	-0,000000	0,021002
0,253333	0,010496	0,026252
0,260000	0,015744	0,026252
0,266667	0,020993	0,026252
0,273333	0,020993	0,031502
0,280000	0,026241	0,026252
0,286667	0,036737	0,031502
0,293333	0,041985	0,031502
0,300000	0,047233	0,031502
0,306667	0,052482	0,031502
0,313333	0,057730	0,031502
0,320000	0,062978	0,031502
0,326667	0,068226	0,031502
0,333333	0,078722	0,031502
0,340000	0,078722	0,031502
0,346667	0,089219	0,026252
0,353333	0,094467	0,031502
0,360000	0,094467	0,031502
0,366667	0,099715	0,031502
0,373333	0,104963	0,031502
0,380000	0,110211	0,031502
0,386667	0,115459	0,036753
0,393333	0,120708	0,036753
0,400000	0,125956	0,031502
0,406667	0,131204	0,036753
0,413333	0,136452	0,036753
0,420000	0,141700	0,036753
0,426667	0,141700	0,036753
0,433333	0,152197	0,042003
0,440000	0,152197	0,036753
0,446667	0,162693	0,036753
0,453333	0,162693	0,036753
0,460000	0,167941	0,036753
0,466667	0,173189	0,036753
0,473333	0,178437	0,036753
0,480000	0,178437	0,036753
0,486667	0,183686	0,042003
0,493333	0,194182	0,036753
0,500000	0,194182	0,036753
0,506667	0,199430	0,036753
0,513333	0,199430	0,036753
0,520000	0,204678	0,036753
0,526667	0,209926	0,036753
0,533333	0,209926	0,036753
0,540000	0,215174	0,036753
0,546667	0,220423	0,036753
0,553333	0,220423	0,036753
0,560000	0,220423	0,036753
0,566667	0,230919	0,036753
0,573333	0,230919	0,036753
0,580000	0,236167	0,036753
0,586667	0,236167	0,036753
0,593333	0,241415	0,036753
0,600000	0,241415	0,036753
0,606667	0,246663	0,031502
0,613333	0,251912	0,036753
0,620000	0,251912	0,036753
0,626667	0,251912	0,036753
0,633333	0,251912	0,031502
0,640000	0,257160	0,031502
0,646667	0,257160	0,036753
0,653333	0,262408	0,031502
0,660000	0,262408	0,031502
0,666667	0,262408	0,031502
0,673333	0,262408	0,031502
0,680000	0,267656	0,031502
0,686667	0,267656	0,031502
0,693333	0,267656	0,031502
0,700000	0,267656	0,031502
0,706667	0,267656	0,031502
0,713333	0,272904	0,031502
0,720000	0,272904	0,031502
0,726667	0,272904	0,031502
0,733333	0,272904	0,026252
0,740000	0,272904	0,026252
0,746667	0,272904	0,026252
0,753333	0,272904	0,026252
0,760000	0,272904	0,026252
0,766667	0,272904	0,026252
0,773333	0,272904	0,026252
0,780000	0,272904	0,021002
0,786667	0,272904	0,026252
0,793333	0,272904	0,026252
0,800000	0,272904	0,021002
0,806667	0,267656	0,021002
0,813333	0,267656	0,021002
0,820000	0,262408	0,021002
0,826667	0,262408	0,021002
0,833333	0,262408	0,015751
0,840000	0,262408	0,015751
0,846667	0,262408	0,015751
0,853333	0,257160	0,015751
0,860000	0,251912	0,021002
0,866667	0,251912	0,015751
0,873333	0,251912	0,015751
0,880000	0,246663	0,015751
0,886667	0,246663	0,010501
0,893333	0,246663	0,010501
0,900000	0,241415	0,015751
0,906667	0,241415	0,010501
0,913333	0,236167	0,010501
0,920000	0,230919	0,010501
0,926667	0,230919	0,010501
0,933333	0,225671	0,010501
0,940000	0,225671	0,005250
0,946667	0,220423	0,010501
0,953333	0,215174	0,005250
0,960000	0,215174	0,005250
0,966667	0,215174	0,005250
0,973333	0,209926	0,005250
0,980000	0,204678	0,005250
0,986667	0,199430	0,000000
0,993333	0,194182	0,005250
1,000000	0,194182	0,005250
1,006667	0,188934	0,000000
1,013333	0,183686	0,000000
1,020000	0,183686	0,000000
1,026667	0,178437	-0,005250
1,033333	0,167941	-0,005250
1,040000	0,162693	-0,005250
1,046667	0,162693	-0,005250
1,053333	0,157445	-0,005250
1,060000	0,157445	-0,010501
1,066667	0,152197	-0,005250
1,073333	0,141700	-0,005250
1,080000	0,136452	-0,005250
1,086667	0,131204	-0,005250
1,093333	0,125956	-0,010501
1,100000	0,125956	-0,010501
1,106667	0,120708	-0,015751
1,113333	0,115459	-0,010501
1,120000	0,104963	-0,015751
1,126667	0,104963	-0,015751
1,133333	0,099715	-0,015751
1,140000	0,094467	-0,015751
1,146667	0,089219	-0,015751
1,153333	0,083971	-0,015751
1,160000	0,073474	-0,015751
1,166667	0,073474	-0,015751
1,173333	0,068226	-0,015751
1,180000	0,062978	-0,021002
1,186667	0,052482	-0,015751
1,193333	0,052482	-0,021002
1,200000	0,041985	-0,021002
1,206667	0,041985	-0,026252
1,213333	0,031489	-0,026252
1,220000	0,031489	-0,021002
1,226667	0,020993	-0,021002
1,233333	0,015744	-0,026252
1,240000	0,005248	-0,031502
1,246667	0,010496	-0,026252
1,253333	-0,000000	-0,026252
